image_path,015,017,022,088,082,002,041,040,050,096,098,019,008,052,026,006,042,100,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,087,089,095,061,065,099,051,033,090,097,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0026.jpg,✘,✘,✘,␣,✘,234-56-11111,✔,␣,✔,(주)미래ENG,ANEW63,✘,010-7890-0012,␣,␣,제주특별자치도 서귀포시 중문관광로 2876 108동 222호,✘,␣,␣,✘,✘,백연진,✘,✘,✘,✘,✘,YUGEUNYE,책임매니저,육은예,2025,엔지니어링,✔,1988.12.24,제주특별자치도 서귀포시 중문관광로 2876 108동 222호,"Mirae ENG Co., Ltd.",✘,✘,✘,펀드,✘,␣,대한민국,␣,␣,13,1986-01-16,010-7890-8567,␣,✘,✔,␣,✔,제주특별자치도 서귀포시 중문관광로 2876 108동 222호,대한민국,✘,✘,␣,✘,✘,제주은행,BAEGYEONJIN,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,456789-90-1234567,✘,gmail.com,␣,✔,05,✘,(주)미래ENG,yeongnongjohap,✔,13,✘,1985-05-14,✘,␣,␣,05,␣,(주)미래ENG,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0027.jpg,✘,✘,✘,␣,✘,345-67-22222,✘,␣,✘,(주)대상,ANEW63,✘,010-1234-0123,말일,␣,경기도 판교테크노밸리 108동 173호,✔,␣,␣,✘,✘,위영솔,✘,✘,✘,✘,✘,SEOGJUNSI,차장,석준시,2025,식품 제조/판매,✔,1981-08-01,경기도 판교테크노밸리 108동 173호,"Dae Sang Co., Ltd.",✘,✘,✘,리스크,✘,␣,대한민국,␣,␣,27,1986-02-01,010-1234-8678,␣,✔,✔,␣,✔,경기도 판교테크노밸리 108동 173호,대한민국,✘,✘,␣,✘,✘,광주은행,WIYEONGSOR,✘,✘,␣,안전한 식품 공급,✘,✘,✘,␣,✔,✘,2025,789012-12-2345678,✘,naver.com,␣,✔,07,✘,(주)대상,miraeeng,✔,27,✘,1985-05-30,✘,␣,␣,07,␣,(주)대상,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0028.jpg,✘,✘,✘,␣,✘,4567833333,✔,␣,✔,(주)뉴컴퍼니,ANEW63,✘,010-5678-0234,␣,␣,서울특별시 강남구 테헤란로 226 108동 182호,✘,␣,␣,✘,✘,길서나래,✘,✘,✘,✘,✘,YUYESEO,과장,유예서,2025,교육서비스,✔,1984-03-07,서울특별시 강남구 테헤란로 226 108동 182호,"New Company Co., Ltd.",✘,✘,✘,감사인,✘,␣,대한민국,␣,␣,06,1986-02-17,010-5678-8789,␣,✘,✔,␣,✔,서울특별시 강남구 테헤란로 226 108동 182호,대한민국,✘,✘,␣,✘,✘,전북은행,GIRSEONARAE,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,1234567-34-3456789,✘,daum.net,␣,✔,09,✘,(주)뉴컴퍼니,daesang,✔,06,✘,1985-06-11,✘,␣,␣,09,␣,(주)뉴컴퍼니,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0029.jpg,✘,✘,✘,␣,✘,567-89-44444,✘,␣,✘,(주)광명도장산업,ANEW63,✘,010-9012-0345,말일,␣,서울특별시 영등포구 여의대로 70 108동 062호,✔,␣,␣,✘,✘,심빛도,✘,✘,✘,✘,✘,HEODOHO,대리,허도호,2025,도장 공사/자재 판매,✔,1987.06.14,서울특별시 영등포구 여의대로 70 108동 062호,"Gwangmyeong Dojang Industry Co., Ltd.",✘,✘,✘,법무,✘,␣,대한민국,␣,␣,20,1986-03-06,010-9012-8890,␣,✔,✔,␣,✔,서울특별시 영등포구 여의대로 70 108동 062호,대한민국,✘,✘,␣,✘,✘,토스뱅크,SIMBICHDO,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,5678901-56-4567890,✘,gmail.com,␣,✔,11,✘,(주)광명도장산업,newcompany,✔,20,✘,1985-06-27,✘,␣,␣,11,␣,(주)광명도장산업,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/C0000.jpg,✔,✘,✘,196-077703-53,✘,584-44-49074,✘,offmail.com,✔,표리세,ANEW63,✘,043-1304-4466,␣,회.,경상남도 창원시 마산합포구 반월동1길 36 (월포동),✘,IQDP6B8,␣,✘,✘,국애반,✘,✘,✔,✘,✔,JO SEUNGHYEOG,␣,␣,2020,임업 관련 서비스업,✔,␣,␣,suchulhamyeo,✔,✘,✘,빗,✔,luther.edu,온두라스,␣,조관욱,␣,1915/8/17,010-8399-5003,9687901501,✔,✘,아들,✔,␣,루마니아,✘,✘,1933-02-02,✔,✘,부산은행,CHAE BAEGGEON,✘,✘,그,✘,✘,✘,✘,bp.ory-,✘,✘,2029,766855-72-120951,✔,kw.ac.kr,고온,✘,4,✘,심결월,b2xkmrai0gn,✔,␣,✘,1946-05-28,✔,자료를,구다우,␣,033-4651-6457,해태제과식품,✘,✘,✘,␣,✘,␣,✘,화폐.,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0000.jpg,✘,✔,✘,␣,✘,239-36-22496,✘,fantasymail.com,✔,␣,ANEW63,✔,052-6449-4104,1,생각.,␣,✘,SJM80N4,syo93b1zxrzv,✔,✔,상케이리,✔,✘,✘,✘,✘,␣,주임,지주원,␣,␣,✔,2023.08.15,␣,␣,✘,✘,✔,더럽히는,✔,buffalo.edu,␣,SC제일은행,␣,7,1984.10.22,␣,9580584022,✘,✘,본인,✔,"인천광역시 부평구 화랑로47번길 60-6 (산곡동, 화랑맨숀)",␣,✔,✔,␣,✘,✔,소시에테제네랄,NAM BYEONGGWON,✘,✔,␣,✔,✘,✔,✘,l3lhrv923d,✘,✘,2038,331-307140-672,✘,␣,␣,✘,␣,✘,염일연,n-n64.ip1,✘,20,✔,2048.12.23,✘,하다,엄현제,4,043-6289-3900,채널A,✔,✘,✘,남자,✘,경기도 연천군 청산면 백의로19번길 7 (백의리),✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0001.jpg,✘,✘,✔,679-831-686839,✘,017-68-30511,✘,glasgow.ac.uk,✘,장건석,ANEW63,✘,␣,␣,␣,␣,✘,␣,i4.5i4pr,✘,✔,제갈려흔,✔,✘,✘,✘,✘,IN DUHO,차장,최경탁,␣,공연시설 운영업,✔,1915.7.30,␣,␣,✘,✘,✘,사방형02,✘,␣,파나마,JP모건체이스,␣,22,2010년 9월 16일,010-9450-0429,1269216397,✘,✘,␣,✔,서울특별시 강북구 수유동 698-5 (다올자리),이탈리아,✔,✘,1911-06-28,✘,✘,␣,GAM NAMHYO,✔,✘,␣,✘,✘,✘,✘,␣,✘,✘,␣,5820-98-222952,✔,northwestern.edu,센,✔,10,✘,빈미주,z36nvemt,✘,␣,✘,1905년 12월 30일,✘,␣,사헌석,␣,053-3330-1443,부광약품,✘,✔,✘,남자,✔,경기도 고양시 일산서구 대화동 2307-12 (일산디엠시티스카이뷰),✘,58048태,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0002.jpg,✔,✔,✘,530-360681-012,✘,␣,✔,␣,✘,설나앙,ANEW63,✘,031-9290-9338,␣,찌게,␣,✘,␣,wvmgrfz4odvy8,✘,✘,설미행,✘,✔,✘,✘,✘,␣,본부장,권모모카,␣,기타 스포츠시설 운영업,✘,1932.11.17,␣,␣,✔,✘,✘,␣,✔,peoplepc.com,브루나이,도이체방크,은고원,3,1994년 2월 23일,␣,1661307086,✔,✘,기타,✔,전라남도 영암군 영암읍 청룡동길 88 (학송리),미얀마,✔,✘,1907.01.08,✘,✘,한국은행,␣,✔,✘,습기로,✘,✔,✘,✘,lrpa67z,✔,✘,2014,537-750734-42,✘,liverpool.ac.uk,이르는,✘,11,✘,전윤엽,kuy_29jdz87,✔,12,✘,1970/9/26,✔,구별하여,인효선,3,053-9929-0011,미래에셋생명보험,✘,✔,✘,남자,✘,인천광역시 중구 차이나타운로 4-1 (송월동2가),✔,어근.,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0003.jpg,✘,✔,✘,␣,✘,␣,✘,orange.fr,✔,윤현성,ANEW63,✔,041-9925-6420,␣,␣,경기도 수원시 장안구 정자동 70-70,✔,␣,qujbiynae,✘,✘,공형기,✘,✘,✘,✔,✘,GANG DAE-YUL,부문장,감명우,2021,기타 식료품 제조업,✔,1997/1/7,대구광역시 달서구 감삼동 155-25,soebut-ileul,✘,✘,✔,␣,✘,me.com,포르투갈,한국씨티은행,기우란,6,1972년 8월 6일,010-2924-8672,␣,✘,✘,␣,✘,␣,␣,✔,✘,2022.11.18,✔,✘,␣,HEO HYEOGCHAN,✔,✔,␣,✘,✔,✘,✔,␣,✘,✔,2013,0335-25-783896,✘,cyworld.com,"하며,",✘,6,✘,␣,a_3p2x6_,✘,␣,✘,2014년 9월 29일,✘,표지.,경무연,5,043-8335-5453,␣,✔,✘,✘,남자,✘,"부산광역시 사상구 사상로137번길 32-5 (감전동, 동양빌라)",✘,무대에,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0004.jpg,✘,✘,✔,␣,✘,747-82-09411,✘,email.cz,✔,␣,ANEW63,✘,␣,␣,어깨부터,경기도 수원시 장안구 영화동 350-3 (미란다빌라),✔,SIZ1OFG,jajh7l8,✘,✔,나히나노,✘,✘,✘,✔,✘,␣,CIO,명목연,2001,가전제품 소매업,✔,1914년 6월 17일,대구광역시 북구 팔달북로 8 (노원동3가),nu-ileul,✘,✘,✘,되게,✔,␣,␣,␣,호기린,9,1995.01.17,␣,9080514537,✘,✘,␣,✔,␣,튀르키예,✔,✘,1981.10.30,✔,✘,␣,SEO MUNHYOJI,✘,✘,계책.,✔,✘,✔,✘,␣,✘,✘,2023,156-565-496342,✔,␣,성질이나,✔,␣,✘,␣,␣,✔,␣,✘,␣,✘,연석06,탁유량,3,033-5705-4733,부르뎅아동복,✘,✘,✘,여자,✘,경상북도 김천시 개령면 광한2길 83-16 (광천리),✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0005.jpg,✘,✘,✘,␣,✔,828-87-84966,✘,protonmail.com,✔,반원구,ANEW63,✔,042-1657-2395,␣,마음으로,경기도 용인시 기흥구 마북동 306-2 (예원빌라),✔,SCRC3JP,␣,✘,✘,윤민성,✘,✔,✘,✔,✘,HA JEONG-YUN,부사장,심채비,2037,"과실, 음료용 및 향신용 작물 재배업",✘,␣,"세종특별자치시 연기면 공단로 184-44 (보통리, 에코빌)",deogsun-ineun,✘,✔,✘,␣,✘,␣,스리랑카,케이뱅크,␣,18,1930.3.19,␣,1398481223,✘,✔,조부모,✘,␣,네팔,✘,✘,1911년 1월 18일,✘,✘,␣,NA GYEONGSIL,✘,✔,몸은,✔,✘,✘,✔,utmi5rse3o,✔,✘,2035,937-96693077-45,✔,inbox.ru,휘파람이라는,✘,4,✔,라은용,ol.0gvmz31_xp,✘,18,✘,␣,✘,␣,두재헌,9,055-7059-1287,␣,✘,✘,✔,남자,✘,전북특별자치도 임실군 신덕면 신흥리 35-1,✔,삼가하다,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0006.jpg,✔,✘,✘,929361-80-259909,✔,769-41-34874,✘,␣,✘,여예솜,ANEW63,✘,042-4984-5679,␣,형부에,대전광역시 중구 유천동 335-87,✘,SS61M1P,b1uulqcx,✔,✔,␣,✔,✔,✔,✘,✔,AN GEONHYE,␣,␣,2012,음ㆍ식료품 위주 종합 소매업,✔,␣,경기도 광주시 매산동 737-20 (골드타운),␣,✔,✔,✘,작,✔,chungnam.ac.kr,␣,␣,서문인웅,␣,2037.8.20,␣,9542836727,✔,✔,부,✘,부산광역시 금정구 청룡동 203,프랑스,✘,✘,␣,✘,✘,JP모건체이스,SANG LUKASEU,✘,✘,3~30MH,✔,✘,✘,✘,␣,✔,✘,2033,699-500552-735,✘,hanmir.com,않고,✔,␣,✘,␣,fe5dh-p8vxp,✔,␣,✘,1907/8/16,✘,␣,␣,5,061-4722-8544,␣,✘,✘,✘,␣,✔,␣,✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0007.jpg,✘,✔,✘,950-16506696-70,✘,340-20-84793,✘,dr.com,✘,␣,ANEW63,✘,032-8387-8112,␣,␣,␣,✘,SNUQCXO,h3bhbvypwk,✘,✔,견요아,✘,✘,✘,✔,✘,␣,␣,박상일,␣,"전동기, 발전기 및 전기 변환장치 제조업",✘,1924.11.15,␣,␣,✘,✘,✘,␣,✘,kyonggi.ac.kr,␣,전북은행,␣,6,␣,␣,1951090213,✘,✘,모,✘,␣,그리스,✘,✘,2049.11.28,✘,✔,␣,ON YO-EUN,✘,✔,␣,✘,✔,✘,✘,␣,✘,✘,2022,079-709094-28,✔,husky.neu.edu,않는,✘,␣,✘,␣,yzx03r4762,✘,16,✘,␣,✘,␣,␣,4,␣,엠로,✔,✘,✘,여자,✘,광주광역시 북구 용봉동 1102-1,✘,플라스틱,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0008.jpg,✘,✔,✘,6254-47-519751,✘,558-05-41261,✔,juno.com,✘,␣,ANEW63,✔,042-5713-5753,␣,이루는,경상남도 하동군 화개면 탑리 726-13,✘,␣,oub0f1g3p3,✘,✘,강미령,✔,✔,✘,✘,✘,␣,실장,주새날,2033,␣,✔,␣,␣,jeontonggwa,✔,✘,✘,"선종에서,",✘,pacbell.net,미얀마,미쓰비시UFJ은행,음자임,␣,1918년 1월 18일,␣,1665129150,✘,✘,␣,✔,경상남도 창원시 마산합포구 반월동2길 2-22 (중앙동1가),페루,✔,✔,2010-08-11,✔,✘,␣,BOG MYEONGGWAN,✔,✘,탄소를,✘,✘,✔,✘,␣,✘,✔,2015,5147-49-490604,✘,cbu.ac.kr,자세히,✔,7,✘,배부영,jeovzb2g59g42,✘,2,✘,1917년 9월 2일,✘,␣,␣,␣,052-4320-3758,헬릭스미스,✔,✔,✘,␣,✔,경기도 가평군 설악면 미사리로 611 (미사리),✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0009.jpg,✔,✘,✘,␣,✘,␣,✘,␣,✔,이종겸,ANEW63,✔,033-1704-3106,14,나이에,경상남도 함안군 가야읍 도항리 1047-4,✔,SVGSGOL,cs8mowo6x.9,✘,✔,␣,✘,✘,✘,✘,✘,␣,대리,␣,2013,전분제품 및 당류 제조업,✔,1974/1/21,경상남도 고성군 대가면 척정2길 555-57 (척정리),geulim-eul,✔,✔,✘,현존한다.,✔,␣,룩셈부르크,우리은행,␣,␣,␣,␣,1549100114,✔,✔,부,✔,경상남도 사천시 용현면 신송1길 74 (송지리),이스라엘,✘,✘,2022.12.10,✔,✘,소시에테제네랄,HYEONG SANGBIN,✘,✘,␣,✔,✘,✘,✘,␣,✘,✘,2039,147-231875-107,✘,cam.ac.uk,590292,✘,8,✘,조송아,␣,✘,20,✔,1939-11-19,✘,␣,염윤솜,6,061-3960-1849,인천교통공사,✘,✘,✘,␣,✔,경상남도 사천시 사천읍 정의리 399-40,✔,된,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0010.jpg,✘,✘,✘,012402-33-944820,✘,␣,✘,purdue.edu,✘,제상민,ANEW63,✘,033-2709-1718,␣,␣,서울특별시 금천구 벚꽃로38길 32-25 (가산동),✘,SOLYYH2,voktrqowew93,✔,✘,전재왕,✘,✔,✘,✘,✔,HAM BOM-I,␣,조동희,␣,석제품 제조업,✔,2025-11-25,경기도 광명시 광오로 16 (광명동),cha,✔,✘,✔,오렌지색이다,✘,monash.edu,라오스,소시에테제네랄,␣,3,␣,010-8609-7810,9545039780,✘,✔,배우자,✘,␣,␣,✘,✘,1992년 11월 11일,✘,✘,소시에테제네랄,SON SEONGHEUM,✘,✘,통하다.,✘,✘,✔,✘,␣,✘,✘,2013,8982-01-278918,✔,dr.com,계급.,✘,␣,✔,임에밀리유나,dabdrnu1rbf2t,✘,7,✘,1957/5/19,✘,␣,␣,6,044-4357-4956,덕성여자중학교,✘,✘,✘,␣,✔,충청북도 보은군 보은읍 길상1길 40-1 (길상리),✔,함께,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0011.jpg,✘,✘,✘,345694-19-226721,✔,␣,✘,chol.com,✘,팽삭,ANEW63,✘,054-269-1297,27,금이,경상북도 영주시 상망동 378-9 (그린END),✘,SLIZIQH,op5.uod,✔,✘,␣,✔,✔,✘,✘,✔,NAM GUNGJEONGHYEON,파트장,류용운,2038,␣,✘,1909.6.1,충청남도 공주시 계룡면 금대리 368-4,os-ina,✘,✘,✘,핵,✔,␣,인도,제주은행,␣,␣,2013.05.11,010-1066-2189,9892162323,✘,✘,␣,✔,␣,요르단,✘,✘,1923/3/6,✘,✘,중국교통은행,HA JINA,✘,✘,␣,✘,✘,✘,✘,kl.8txmqxrw,✔,✘,2017,283-200-926041,✘,fau.edu,잃어버렸거나,✘,␣,✘,남궁부연,o5i2-n36ev32k,✔,4,✔,1918.05.03,✔,␣,␣,8,␣,숭의여자중학교,✘,✔,✔,␣,✔,강원특별자치도 삼척시 증산동 31,✘,쇼크,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0012.jpg,✘,✘,✘,158-87600246-67,✘,829-96-60487,✘,blueyonder.co.uk,✘,윤하나린,ANEW63,✘,␣,16,␣,경기도 용인시 기흥구 보정동 1203-12,✔,SYCUAY6,h6a1.by8,✘,✘,천비비,✘,✘,✔,✔,✔,␣,감사,제갈미지,2012,그 외 기타 비금속광물 광업,✔,2041-11-01,광주광역시 동구 밤실로4번안길 19-14 (지산동),nop-i,✔,✔,✘,철도.,✘,nju.edu.cn,프랑스,국민은행,탁클로이하윤,␣,␣,010-3930-2420,␣,✘,✘,␣,✘,경기도 용인시 처인구 백암면 고안리 638-3,카자흐스탄,✘,✘,1984-06-06,✔,✔,␣,␣,✔,✘,마지못하여,✘,✔,✘,✘,␣,✘,✘,␣,␣,✘,chollian.net,␣,✘,5,✘,박주석,␣,✔,␣,✘,1950년 6월 19일,✔,␣,␣,␣,062-1219-3009,한화,✘,✔,✘,남자,✘,강원특별자치도 평창군 대관령면 횡계리 3-43,✘,사람.,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0013.jpg,✘,✘,✔,681-381945-07,✔,␣,✘,muni.cz,✘,␣,ANEW63,✔,032-8765-5437,13,앞에,␣,✔,SCZA9KI,d6h0yjqg3,✘,✘,탁지몽,✘,✘,✔,✘,✘,YUN HUN-U,␣,␣,2010,경비 및 경호 서비스업,✔,1959/10/19,전북특별자치도 임실군 관촌면 사선6길 6 (관촌리),sigam01,✘,✘,✔,조선,✘,kaist.ac.kr,␣,DBS은행,두성임,26,1912.03.02,010-2338-5098,9974457548,✘,✘,손녀,✘,전북특별자치도 정읍시 종황길 71-3 (내장동),덴마크,✘,✔,2032년 6월 9일,✘,✔,␣,␣,✔,✘,국무,✘,✔,✔,✘,x0myk89wu54,✘,✔,␣,␣,✘,freechal.com,조성,✘,2,✔,송봄아,ps-z_v8.t6,✘,2,✘,␣,✘,␣,천경신,6,041-6584-0577,␣,✘,✘,✘,␣,✘,␣,✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0014.jpg,✔,✔,✔,␣,✔,735-75-57665,✘,ohio-state.edu,✘,지명종,ANEW63,✘,042-8517-2822,6,␣,경기도 고양시 일산동구 고봉로814번길 26-61 (설문동),✔,SR42ONA,y8_0lb.odr6,✘,✘,배강혁,✘,✘,✘,✘,✘,JANG JAHA,이사,단순빈,␣,␣,✔,1953-01-25,␣,yagje.,✘,✔,✘,␣,✔,␣,루마니아,소시에테제네랄,주병호,␣,␣,010-6183-7603,9305609629,✔,✘,␣,✘,경기도 양주시 은현면 하패리 945-1,싱가포르,✔,✔,2047/8/24,✘,✘,중국교통은행,IM SEULHAE,✘,✘,␣,✔,✘,✘,✘,␣,✘,✔,␣,356-659-084108,✘,cam.ac.uk,"사람으로,",✘,8,✘,설동엽,m_c.qfg_,✘,26,✘,1932.5.10,✔,있는,민심애,␣,061-1565-0397,대우조선해양,✘,✘,✘,남자,✘,강원특별자치도 원주시 신림면 신림황둔로 911 (황둔리),✘,마음의,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/D0015.jpg,✘,✘,✘,0026-73-541116,✘,␣,✘,empas.com,✘,음종율,ANEW63,✘,␣,7,전화를,울산광역시 동구 일산동 158,✘,␣,jbiz60g_8,✔,✘,␣,✘,✔,✔,✘,✔,HO TAEJI,CFO,황진헌,2038,␣,✘,2023.11.27,경상북도 경산시 진량읍 대구대로 320-14 (평사리(坪沙)),␣,✔,✔,✘,일을,✘,kent.edu,파키스탄,국민은행,사채록,13,␣,010-7296-4903,1972437134,✔,✔,모,✔,대전광역시 대덕구 신탄진로 818-1 (신탄진동),␣,✔,✘,␣,✘,✔,␣,GO GANG-U,✔,✘,␣,✘,✔,✘,✘,szkqd_1,✘,✘,2009,103637-41-863851,✘,␣,복합,✔,4,✘,천민음,smanchwlhe_ft,✘,15,✔,1994-08-10,✔,콜레라의,␣,␣,033-2761-7259,한국케이블TV푸른방송,✔,✘,✘,여자,✔,␣,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/E0000.jpg,✘,✔,✘,700-715265-255,✘,110-21-58826,✘,estu.edu,✘,추영일,ANEW63,✘,044-8913-0800,22,수,인천광역시 강화군 강화읍 국화리 623 (플라워),✘,␣,lyq9heevj5,✔,✔,원보령,✘,✘,✘,✘,✘,NAM GUNGMILYEON,␣,서원범,2004,"항공기, 우주선 및 보조장치 제조업",✔,␣,경상남도 남해군 창선면 광천리 441-2 (사포문화복지나눔터),haneun,✘,✘,✔,가졌기에,✘,javeriana.edu.co,칠레,중국은행,하봉희,␣,2011.8.4,010-2367-9977,9727721778,✘,✘,형제자매,✔,␣,이란,✘,✘,1998.12.08,✔,✘,중소기업은행,WON LEMA,✘,✘,신하에게,✔,✘,✘,✘,grasz0t8,✘,✘,␣,283-926366-252,✔,prodigy.net,물품.,✘,␣,✘,시승탁,pycdooo5n4u,✘,22,✔,2005-10-05,✔,번호를,오재도,␣,055-2172-8465,␣,✘,✘,✘,␣,✘,경기도 고양시 일산동구 설문동 621-4,✘,벼슬아치가,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/E0001.jpg,✘,✘,✘,458-551-387881,✘,␣,✘,␣,✘,홍한서,ANEW63,✘,044-0800-4530,21,어근.,␣,✘,AW8TZDK,␣,✘,✘,␣,✘,✔,✘,✘,✘,␣,␣,␣,2012,␣,✘,1929년 7월 3일,전라남도 함평군 함평읍 신기산길 32-3 (기각리),jobgo,✔,✘,✘,갈기털,✘,␣,몰디브,중소기업은행,남궁준기,1,␣,␣,1480053652,✘,✘,모,✔,충청남도 부여군 홍산면 안남로 289-8 (남촌리),세르비아,✔,✘,␣,✔,✔,HSBC,NO SIN-UG,✘,✘,존재를,✔,✔,✘,✔,d_m7kbcje-2,✘,✘,␣,␣,✘,inbox.ru,사람의,✘,1,✔,␣,smwe.yeg279,✔,20,✘,1974/4/25,✘,␣,나형원,10,␣,␣,✘,✘,✔,여자,✘,충청남도 서천군 한산면 온동리 106,✘,별로,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/E0002.jpg,✘,✔,✘,␣,✔,␣,✔,␣,✘,라승상,ANEW63,✘,054-5038-5031,16,와이게오(W,부산광역시 해운대구 재송동 1145-5,✘,␣,␣,✘,✔,라정결,✘,✔,✘,✘,✘,GIL SUJONG,␣,길휘산,2011,서적 및 문구용품 소매업,✔,2002.02.28,경기도 연천군 백학면 노곡리 953,bongto.,✘,✘,✔,랑고바르드족,✘,␣,␣,␣,␣,12,2024.12.6,010-0847-0509,1629702671,✔,✘,기타,✘,충청남도 홍성군 갈산면 상촌리 169-6,북마케도니아,✘,✔,1904년 5월 16일,✔,✘,부산은행,NO HWAHYANG,✔,✘,␣,✔,✘,✔,✔,␣,✘,✔,␣,941-573895-16,✘,glover.com,왕.,✘,5,✘,␣,dbalydn,✔,24,✘,1923.2.22,✔,볼,모태흥,␣,␣,␣,✘,✔,✘,남자,✘,울산광역시 울주군 언양읍 반송리 955,✘,밖에,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/E0003.jpg,✘,✔,✘,025-694326-157,✘,235-60-54461,✔,␣,✘,권누엘,ANEW63,✔,033-0907-4256,␣,이른다.,강원특별자치도 평창군 용평면 연자골길 4-11 (노동리),✔,AKMG1KW,zaw5_rknavzz5,✔,✔,공정화,✔,✔,✘,✘,✘,SONG DAHYEOG,전무,유태래,2032,비알코올 음료점업,✘,␣,경상남도 밀양시 무안면 무안리 350,baechullyang-i,✔,✘,✔,거상이다.,✘,lycos.co.kr,콜롬비아,부산은행,␣,17,␣,␣,9494254693,✘,✘,딸,✔,전북특별자치도 고창군 심원면 고전리 2289,엘살바도르,✔,✘,␣,✘,✘,미즈호은행,BONG HO-IL,✘,✘,"지방,",✘,✔,✘,✔,␣,✘,✘,␣,␣,✘,docomo.ne.jp,작은,✘,5,✔,␣,␣,✘,11,✘,2033.3.17,✔,두드리다.,사주단,3,␣,엠씨넥스,✔,✘,✘,남자,✘,전북특별자치도 익산시 오산면 오산리 430-26,✘,지방마다,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/E0004.jpg,✔,✔,✔,708-957405-30229,✔,614-26-14966,✘,iu.edu,✘,공중범,ANEW63,✘,␣,18,거폐생폐,␣,✘,␣,natct0553xv,✔,✔,변인주,✘,✔,✘,✔,✔,CHOE AJA,␣,남궁선명,␣,사회보장 행정,✘,1956.04.12,전라남도 여수시 삼산면 서도리 827-1,il-eona,✔,✘,✘,신앙의,✔,␣,몰디브,뱅크오브아메리카,석솔,12,2045년 5월 7일,010-3594-3771,1681409501,✘,✘,␣,✔,␣,오만,✘,✔,1977-05-22,✘,✘,수협은행,SON HYEONGJU,✔,✔,낮게,✘,✘,✔,✔,nh_d3juak1_6i,✘,✔,2033,051-901499-24687,✔,ostmail.com,은행의,✔,␣,✔,␣,pc1zm.n5i,✔,7,✔,1990.03.09,✘,␣,도빛솔,3,042-1847-5760,KBI동국실업,✔,✔,✘,␣,✘,␣,✘,인정을,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/F0000.jpg,✔,✔,✘,299-946777-515,✘,105-30-73379,✘,inbox.ru,✘,갈두준,ANEW63,✔,062-3822-3319,␣,␣,전라남도 영암군 영암읍 청룡동길 53 (학송리),✘,ARINCP4,␣,✘,✘,곽예사랑,✔,✔,✔,✔,✘,PYO YUGEUM,실무자,주미순,␣,표시장치 제조업,✘,1914/11/13,경기도 파주시 법원읍 법원리 104-27,␣,✔,✘,✘,오염이,✔,mail.ru,핀란드,우리은행,범보리,␣,1951-12-09,010-2632-0148,9065303621,✔,✔,형제자매,✘,경상남도 함양군 지곡면 공배리 605,␣,✘,✔,2015.2.23,✔,✘,␣,HYEONG MI-EUN,✘,✔,␣,✘,✘,✔,✘,vw26f854r,✘,✘,␣,338-464886-780,✘,␣,손뜨개질에서,✘,␣,✘,␣,tno.nbn,✘,8,✘,␣,✘,말.,␣,3,␣,코스맥스,✘,✔,✔,남자,✘,␣,✘,꽃이,✘
