image_path,015,017,022,082,002,041,040,050,019,008,052,026,006,042,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,061,065,051,033,062,032,085,056,074,036,043,059,067,016,079,013,055,023,038,039,018,021,044,037,035,057,080,069,084,071,034,053,070,054,030,046,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0009.jpg,권선옥,어근.,"42,150,000",␣,␣,✘,✘,✘,GLE 무쏘,✔,✘,✔,✘,␣,✔,✘,✘,✘,∅,✔,✔,␣,7 시리즈 GV80,✘,✘,✘,✔,✘,9788750490,✘,✘,RGUAHPHA8T4FJWBK7,✘,✘,11.1,✘,✘,✘,✘,✘,성치형,36.2,✘,␣,✘,SPV8VUG,✘,✔,␣,✘,✔,1700195979,W5HRH4KLAO,6MZO8OSA3K,✘,✔,␣,✘,✘,W5YO6R9OKG,␣,21.4,✘,✘,✘,␣,✘,9778653914,177-09-55111,✘,✘,하호산나,✔,␣,60.9,✘,ZO0J0R6,✘,1974.10.13,✔,✘,✘,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0010.jpg,석규민,매끄럽다.,␣,배우고,탁안나마리아,✘,✘,✘,XM3 SM3,✘,✔,✘,✘,35.4,✔,✘,✘,✘,∅,✘,✔,1998.9.16,i4 Q3,✔,✘,✘,✘,✘,1986280487,✘,✘,␣,✘,✔,69.8,✘,✘,✘,✘,✘,␣,29.2,✔,하면서,✘,S06KT6A,✘,✔,␣,✔,✘,9062078315,␣,J4SK2USEJF,✘,✔,"8,790,000",✘,✔,S3WPANSVSF,␣,18.5,✘,✘,✔,216-070667-10,✘,1251117387,694-67-75370,✘,✘,감에스터,✘,보면,24.2,✘,ZMIC1LY,✘,2045년 3월 4일,✘,✘,✔,✔,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0011.jpg,␣,␣,"6,160,000",␣,신건형,✘,✘,✘,GV70 코나,✘,✘,✘,✘,66.3,✘,✔,✔,✔,∅,✔,✘,2014.01.03,␣,✔,✘,✘,✘,✔,1978319664,✘,✘,␣,✘,✔,81.3,✘,✘,✔,✘,✔,당호중,␣,✘,␣,✔,S4RQL91,✘,✔,␣,✔,✔,1758510820,␣,␣,✘,✔,␣,✘,✘,␣,GLS 7 시리즈,␣,✘,✘,✘,565-02548728-39,✘,1992411901,534-63-51853,✘,✘,주세지,✔,"속황청경해,",68.5,✘,ZMH9D30,✘,2041.06.24,✔,✘,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0012.jpg,빈용택,된다.,"7,140,000",등록되어,복송비,✘,✘,✘,SM3 포르쉐,✔,✘,✘,✘,79.6,✘,✘,✘,✘,∅,✘,✘,1908.12.22,911 SM6,✘,✘,✘,✘,✘,9420485447,✘,✘,2LIORYAP4M3BKK3WW,✘,✘,␣,✘,✘,✔,✘,✘,서문운경,26.0,✘,추성01,✘,S6PVVP4,✘,✘,92.2,✔,✔,1565664115,␣,␣,✘,✘,"6,680,000",✔,✔,OXVF5D9A3Q,임팔라 현대,51.3,✘,✔,✘,␣,✘,1505238323,␣,✘,✘,두차율,✘,␣,20.9,✘,Z2JXZQI,✘,1957.12.1,✘,✘,✘,✔,✔,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0013.jpg,간미생,가을바람.,"37,160,000",␣,백미엘,✘,✘,✘,베뉴 트래버스,✘,✘,✘,✘,35.4,✘,✘,✘,✘,∅,✔,✘,1903/6/6,크루즈 팰리세이드,✘,✔,✘,✘,✘,1062670659,✔,✘,GFI39AJELCHH2TOHK,✘,✔,74.6,✘,✘,✘,✘,✘,␣,52.0,✔,삼명일02 모레의,✔,SEBYE39,✘,✘,34.5,✘,✘,1908558748,XKK32ZYV6J,CBKXHG441K,✘,✘,␣,✘,✘,␣,QM6 랜드크루저,16.3,✘,✘,✘,552-395267-49444,✘,9634857978,␣,✔,✘,부은총,✘,택벌하여,␣,✘,ZF91682,✘,1974.06.16,✘,✔,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0014.jpg,가몽,자는,␣,␣,송은혜,✘,✔,✔,␣,✘,✘,✘,✘,54.2,✘,✘,✘,✘,∅,✘,✘,␣,␣,✘,✘,✔,✘,✘,1467239260,✘,✘,␣,✘,✘,95.2,✘,✘,✔,✘,✘,노이플,36.9,✘,␣,✘,SIVKC1D,✘,✘,␣,✘,✔,1806105256,9D9X1BO2AC,MP2UKDLOYN,✔,✔,"3,870,000",✘,✘,VDM0K9ENCZ,르노 코란도,68.1,✘,✘,✘,␣,✘,9327570576,␣,✔,✘,양진욱,✘,먹이와,␣,✘,ZXH9V4T,✘,␣,✘,✘,✘,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0015.jpg,경영빈,베드로를,"11,760,000",남미,␣,✘,✔,✔,␣,✘,✘,✘,✘,50.8,✔,✘,✘,✘,∅,✘,✘,1915/9/8,아베오 아반떼,✘,✘,✔,✘,✔,1579206248,✔,✘,WCOILC78CQ2705WSV,✘,✘,51.7,✘,✘,✘,✘,✘,편규담,47.2,✘,␣,✘,SUUM8ES,✘,✔,29.4,✔,✔,9833284674,ERZBP8SDKI,␣,✘,✘,␣,✘,✔,K0AQCO7F78,임팔라 타호,␣,✘,✘,✘,025-499-133439,✔,1002971492,548-53-14329,✘,✔,목태오,✔,␣,␣,✘,ZR1BR0Y,✘,␣,✔,✘,✘,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0016.jpg,추리이나,동녘,␣,꿈을,금건형,✔,✔,✔,␣,✘,✘,✘,✘,␣,✔,✘,✘,✘,∅,✔,✘,2005-09-06,벨로스터 크루즈,✘,✘,✔,✘,✔,1306823828,✘,✘,VO7SYOS0WX7HROIE6,✘,✘,43.3,✔,✘,✘,✘,✔,육의수,␣,✘,␣,✘,S8QCU1K,✘,✘,64.7,✔,✘,9254129526,␣,AYK528ZMLT,✘,✘,␣,✔,✘,␣,␣,30.3,✘,✘,✘,4354-71-108515,✔,9096038035,␣,✔,✘,손윤결,✔,신정08,␣,✔,Z813I5D,✘,1954.12.28,✘,✔,✘,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0017.jpg,서안지,문자를,␣,도리를,␣,✘,✘,✘,이쿼녹스 XM3,✘,✔,✘,✘,1.3,✘,✘,✘,✘,∅,✘,✘,1941-04-12,7 시리즈 i4,✔,✘,✔,✔,✘,1801246456,✔,✘,XIN8A4C8VWYIZCLBR,✔,✔,58.0,✘,✘,✘,✘,✔,모루빈,␣,✘,왕실의,✔,S06QMB0,✔,✔,53.0,✘,✘,1740545117,␣,W2F50HWO9T,✔,✘,45980000,✔,✘,␣,GLS C 클래스,23.8,✔,✘,✔,␣,✘,1995163921,640-13-27660,✔,✘,봉형훈,✘,분석하고,␣,✘,Z7QRYNE,✘,1909.6.11,✘,✔,✘,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/C0018.jpg,백내리,갈대가,"52,170,000",벼슬이,윤리연,✔,✔,✘,␣,✘,✘,✘,✔,4.1,✘,✘,✘,✘,∅,✘,✘,2020/7/13,X3 파나메라,✘,✔,✔,✘,✘,9945768763,✘,✘,␣,✔,✘,64.1,✔,✘,✘,✘,✘,추호정,␣,✔,␣,✘,SXDFEV7,✘,✘,48.4,✔,✘,1675919623,␣,ZX38DOEKI3,✘,✘,"59,180,000",✘,✔,DYKZR9O6ES,␣,91.8,✔,✘,✔,6942-83-227267,✘,9331719437,␣,✘,✘,␣,✘,어떤,␣,✔,Z4NAQLG,✘,␣,✔,✔,✘,✔,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0000.jpg,장원기,␣,9270000,␣,류서래,✘,✘,✘,SM7 이쿼녹스,✘,✘,✔,✘,58.0,✘,✘,✔,✘,∅,✔,✘,1977.12.21,2037,✘,✘,✘,✔,✔,1250099103,✔,✔,KCRPSNWOHTXDKLS16,✘,✔,79.5,✘,✘,✔,✘,✘,␣,93.6,✘,있었다. 그가,✘,U0LRGXN,✔,✘,␣,✔,✘,9968052424,JH95AZD91M,R7V9A9FWV6,✘,✘,"27,490,000",✔,✘,4Y10HNFW8P,␣,38.2,✘,✘,✘,␣,✔,␣,329-75-43475,✘,✔,천선욱,✔,␣,64.9,✘,PQPZ62J,✘,2015/12/6,✔,✔,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0001.jpg,곽민체,␣,␣,만든,␣,✔,✔,✘,제네시스G70 캐스퍼,✘,✘,✘,✔,44.4,✘,✘,✘,✘,∅,✘,✘,1951.7.20,2032,✔,✘,✘,✔,✘,␣,✘,✔,X4MYS7I33BZWMV1YU,✘,✘,42.4,✘,✘,✔,✘,✘,라대후,␣,✘,시,✘,␣,✘,✘,40.4,✘,✔,1311433081,3WAD01NON0,␣,✘,✔,"5,430,000",✘,✘,BGLK2UQQFZ,101554,␣,✔,✘,✘,␣,✔,9751973495,773-23-24187,✔,✘,부리아김,✘,분모와,␣,✘,PTD4E7A,✔,2005-01-15,✘,✘,✘,✔,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0002.jpg,␣,␣,35940000,보거나,좌나정,✘,✘,✘,GLS A3,✘,✘,✔,✘,76.1,✘,✘,✔,✘,∅,✘,✘,␣,2023,✘,✘,✘,✔,✘,␣,✘,✔,ZV2R3MLV4UN1QB1R3,✔,✘,15.6,✘,✘,✘,✘,✘,기대율,73.9,✔,더벅머리012의 거,✔,UUU8FL7,✘,✘,27.4,✘,✘,1297563867,SMBGJRN5ZF,O3NT9E5M5H,✘,✘,86930000,✘,✘,Q2RSGHRX96,"950,000",35.0,✘,✘,✔,676250-43-146117,✔,␣,␣,✘,✘,␣,✘,색소로,72.2,✔,POM3UJ0,✘,2043년 8월 28일,✘,✘,✘,✔,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0003.jpg,송상완,있게,"16,260,000",밀쌀로,승브니엘,✔,✘,✔,␣,✘,✘,✘,✘,21.6,✘,✔,✘,✔,∅,✘,✔,␣,2012,✘,✘,✘,✔,✔,1421608197,✘,✘,␣,✘,✘,␣,✘,✘,✘,✔,✘,주라연,␣,✘,구부리거나 비틀며,✔,␣,✘,✔,␣,✘,✘,1174019867,92SD1W2SNH,R7PY5A725R,✘,✘,"26,520,000",✔,✘,K4SD3DYBAZ,"642,700",␣,✘,✘,✔,629-513740-99,✔,9730174558,␣,✔,✘,배신희,✘,␣,92.6,✘,PRX09H3,✘,2023년 12월 7일,✘,✔,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0004.jpg,유무현,␣,␣,시장을,염해다미,✘,✘,✘,␣,✔,✘,✘,✘,83.3,✔,✘,✘,✘,∅,✘,✔,2049.09.22,2015,✔,✘,✔,✘,✔,1123240990,✘,✔,␣,✘,✘,23.2,✘,✔,✘,✘,✔,␣,␣,✘,새로운,✔,UVAY4SH,✔,✘,␣,✘,✔,␣,␣,␣,✘,✘,"63,380,000",✔,✘,␣,"11,610",21.8,✔,✘,✘,968-27757295-09,✘,1792167683,␣,✘,✘,팽명하,✔,간섭하고,␣,✘,␣,✘,2045-01-11,✘,✔,✔,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0005.jpg,음송헌,은행이,"6,350,000",보지,은연욱,✔,✔,✘,코란도 SM7,✔,✘,✘,✘,␣,✘,✔,✔,✘,∅,✘,✘,1953.10.21,2012,✔,✘,✘,✘,✘,1376254141,✘,✘,4ME3DJA4NGB2YV5XI,✘,✘,7.2,✔,✘,✔,✘,✔,안클라라,60.0,✘,중성반응 산성이나,✘,␣,✘,✘,52.5,✔,✔,␣,FT9Z65LMTA,L051UXBAK5,✘,✔,␣,✘,✘,6WYJ115756,␣,␣,✘,✔,✘,004-71153493-93,✘,9799906455,␣,✘,✘,남궁새벽,✘,지리서.,74.9,✘,PPBQE6T,✔,1924.11.24,✘,✘,✔,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0006.jpg,어기건,모두,"49,890,000",␣,허리희,✘,✘,✔,랜드크루저 QM6,✘,✘,✔,✘,␣,✘,✘,✘,✔,∅,✘,✘,1957년 11월 7일,2006,✘,✘,✘,✘,✘,␣,✘,✔,53P4VBDSVXZ6EGDU5,✘,✔,␣,✘,✔,✘,✔,✘,당애담,␣,✘,똥을 실어,✘,UMK6JCL,✘,✘,39.4,✘,✘,9486253181,␣,␣,✘,✘,"43,170,000",✘,✘,NAD5XS6MF9,"278,500",63.9,✘,✘,✘,506-016698-23833,✘,9705123295,102-72-67647,✔,✘,배하성,✘,층,65.1,✘,␣,✘,1995.9.27,✘,✔,✘,✔,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0007.jpg,온윤섭,빛이,␣,절여지겠느냐,␣,✔,✔,✔,타이칸 트레일블레이저,✘,✘,✔,✔,72.3,✘,✘,✘,✘,∅,✔,✘,␣,2008,✔,✔,✘,✘,✘,␣,✔,✘,␣,✔,✔,42.5,✘,✘,✘,✔,✔,원건인,␣,✘,␣,✘,UXK57XA,✔,✘,24.6,✘,✘,1433267474,YO30ZHWGP9,ECC2CANPGG,✘,✘,"38,430,000",✔,✘,␣,␣,72.8,✘,✘,✘,␣,✘,1938194642,729-94-43265,✘,✘,변주항,✔,집행,77.6,✔,PUE4AQF,✘,␣,✘,✘,✘,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0008.jpg,봉하인,핀다.,"4,430,000","않고서,",노정주,✘,✘,✘,캠리 e-트론,✘,✔,✘,✘,␣,✘,✔,✘,✘,∅,✘,✘,2045.11.21,2016,✘,✘,✔,✘,✔,1051903455,✘,✔,␣,✔,✘,14.6,✘,✘,✔,✘,✘,␣,2.9,✔,도급할 때에,✘,␣,✘,✔,␣,✘,✔,1392782783,3YOOM4AXCK,␣,✘,✘,"37,780,000",✘,✘,3I43BMOGUI,"923,000",␣,✘,✘,✘,757-773180-472,✘,␣,998-25-86692,✘,✘,손해담,✘,6mm,49.6,✘,PVCWFWP,✘,␣,✘,✘,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0009.jpg,여래온,␣,"48,360,000",␣,연솔빛,✘,✘,✘,XM3 아이오닉6,✘,✘,✘,✔,79.3,✘,✘,✘,✘,∅,✘,✘,␣,2002,✔,✔,✘,✘,✔,9622199151,✔,✘,ZJAEXE55V42TE8VOZ,✘,✘,␣,✘,✘,✘,✘,✘,␣,39.1,✔,빙하의 침식이나,✔,UA4YXBZ,✘,✔,␣,✔,✘,9654305882,␣,␣,✘,✔,"7,320,000",✔,✘,␣,"257,540",10.2,✘,✘,✘,550-106-765817,✘,1764894110,␣,✘,✔,␣,✘,있으며,14.6,✘,PY0SFX9,✘,1911.8.27,✘,✔,✘,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0010.jpg,␣,입고,86960000,␣,␣,✘,✔,✘,Q8 Q8,✘,✔,✔,✘,31.7,✘,✘,✘,✘,∅,✘,✔,1996.12.13,␣,✘,✘,✘,✔,✘,1827646296,✘,✘,␣,✘,✘,0.7,✘,✘,✔,✘,✘,␣,2.2,✘,경향이나 태도.,✔,␣,✘,✘,␣,✘,✘,1682617655,UF8K0726FK,␣,✔,✔,␣,✔,✘,1G1LO0TFOZ,"723,235",␣,✘,✔,✘,892-457-477405,✘,␣,118-57-38590,✔,✘,옥동우,✘,␣,␣,✘,PYPWSNT,✘,1950/7/2,✘,✔,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0011.jpg,나두산,사겠니?,"4,880,000",문서를,한정겸,✔,✘,✔,트래버스 SM7,✘,✘,✔,✔,11.3,✘,✘,✘,✘,∅,✔,✘,1993-04-11,2033,✘,✘,✘,✘,✘,9848355484,✘,✔,␣,✘,✘,93.0,✘,✔,✘,✘,✘,␣,␣,✔,일정한,✘,␣,✘,✔,20.2,✘,✘,1752308405,QCV2WTKKFY,XH9E5DSEIC,✘,✘,7970000,✘,✔,N3DT6ESGS6,"890,600",82.8,✘,✘,✘,062-738-289053,✘,9648184173,␣,✘,✘,엄리애나,✘,컴퓨터를,34.4,✘,␣,✔,1919.8.12,✔,✘,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0012.jpg,오충현,␣,"2,440,000",동식물의,하희관,✘,✘,✔,트래버스 아이오닉6,✘,✘,✘,✘,68.1,✘,✘,✘,✘,∅,✔,✘,␣,2040,✘,✘,✘,✔,✔,1966159823,✘,✔,09YKUO0HUYFXXJYOX,✘,✔,86.2,✘,✘,✘,✘,✘,마휘준,52.2,✔,기계 조작이,✘,U404ZZ9,✘,✘,87.6,✘,✘,9520521386,QI22BAVNZ1,BKSHHY2A4O,✘,✔,␣,✔,✘,VTIL58TRVO,"713,400",62.6,✘,✘,✔,968-826432-78,✘,9715814293,␣,✘,✘,가순리,✘,하나.,96.4,✘,␣,✘,␣,✔,✘,✔,✔,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0013.jpg,온용이,␣,␣,하중.,␣,✔,✘,✘,i30 GLC,✔,✔,✔,✘,29.4,✘,✘,✔,✘,∅,✘,✘,1974.7.16,2021,✘,✔,✘,✘,✔,9705738611,✘,✔,RPBOM8ZKXIKNBE364,✘,✔,5.2,✘,✘,✘,✘,✔,당마야,␣,✘,종아리채를 해,✔,UOLOQJ7,✔,✘,16.7,✔,✘,1232454553,AKTN7CBGLR,␣,✔,✘,33220000,✔,✘,IO70Z98GFW,␣,44.9,✘,✘,✘,␣,✘,1629755327,859-07-73238,✘,✘,팽진헌,✘,일을,64.0,✔,P4D39LD,✔,1911년 12월 26일,✔,✘,✘,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0014.jpg,복민웅,돈을,"7,990,000",섭외적,␣,✘,✘,✔,토레스 Q8,✘,✘,✔,✔,55.7,✔,✘,✔,✘,∅,✔,✘,1916년 12월 31일,2019,✘,✘,✔,✘,✘,9064989726,✘,✘,␣,✘,✘,␣,✘,✘,✘,✔,✔,형아비하,85.0,✔,올근볼근한다. 올근,✔,UHZJ9ZL,✔,✘,65.1,✔,✔,9809671206,8UQARK96BZ,6586T7KI01,✘,✘,"4,890,000",✘,✔,13SGJMSQZD,"612,000",1.7,✔,✘,✘,206-181238-110,✔,␣,␣,✔,✔,국요훈,✘,도덕관으로,␣,✘,PPH146I,✘,1975.08.19,✘,✘,✘,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0015.jpg,추현진,␣,"55,970,000",␣,마승재,✘,✘,✘,트랙스 카이엔,✘,✘,✘,✘,71.5,✘,✘,✔,✘,∅,✘,✘,2004.12.10,2031,✔,✔,✘,✘,✘,1315905064,✘,✔,5E8LRL2DP677R4HAA,✔,✘,37.9,✘,✔,✔,✔,✘,강원현,␣,✘,뛰어다님.,✘,U522SAK,✘,✔,␣,✘,✘,9630819381,␣,9W7XJNIW9K,✘,✔,97190000,✔,✔,␣,␣,0.2,✘,✘,✔,190-956953-52000,✔,␣,352-50-14961,✘,✘,␣,✔,사용하였다.,␣,✘,PRTZAF1,✘,␣,✘,✘,✔,✔,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0016.jpg,모화진,시정책을,␣,␣,␣,✘,✔,✘,아반떼 CR-V,✘,✔,✘,✘,22.3,✔,✘,✔,✘,∅,✘,✔,1977년 12월 12일,2003,✘,✘,✘,✘,✘,9365216562,✔,✘,␣,✘,✘,␣,✘,✔,✘,✘,✘,고캐서린,41.6,✘,두,✔,UIA0L5N,✘,✘,␣,✘,✘,1939619354,H2K3M6C6GT,6W93WXZU0J,✘,✔,"63,280,000",✘,✔,SLAZ9W3WVW,"514,060",71.8,✔,✔,✘,703-755590-38,✘,␣,743-22-75067,✘,✘,승명건,✘,비스러지다의,␣,✘,PDSGORL,✘,1932.10.15,✘,✘,✘,✘,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0017.jpg,␣,나지,"11,890,000",␣,나나훔,✘,✘,✘,CR-V SM3,✘,✘,✘,✘,57.1,✔,✘,✘,✘,∅,✔,✘,2007-07-10,␣,✘,✘,✔,✘,✘,␣,✔,✔,VTGLM7WO4DT6GEKMJ,✘,✘,57.7,✘,✘,✘,✘,✘,␣,13.0,✘,␣,✘,UYPD8WT,✘,✘,␣,✘,✔,␣,␣,OFEWOKLSP6,✔,✔,8340000,✔,✔,W16NBTZK0L,"303,000",78.5,✘,✘,✘,␣,✘,␣,063-49-05040,✘,✘,진호율,✔,␣,56.5,✘,␣,✘,2048.06.07,✔,✘,✔,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0018.jpg,␣,조금,"9,190,000",이자만을,표솔라,✔,✘,✘,␣,✘,✘,✘,✔,68.1,✘,✘,✔,✘,∅,✘,✘,␣,2037,✘,✔,✔,✘,✔,9445460941,✔,✔,VEZE39PXRI4RY3U4I,✔,✔,5.2,✘,✘,✘,✔,✔,고근영,31.8,✘,천체의 위치와,✘,␣,✔,✔,97.6,✘,✘,1223176943,7FZ95SFL4T,␣,✘,✔,"4,450,000",✘,✘,BPSXIQA9J0,␣,48.7,✘,✔,✘,027-090-552232,✘,1801169723,081-92-28887,✘,✘,황운우,✘,영동04,88.7,✘,P9DA57C,✘,1976.10.25,✘,✘,✔,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0019.jpg,␣,날마다,"95,240,000",사람.,어천,✘,✘,✘,␣,✔,✘,✔,✘,47.7,✔,✔,✘,✘,∅,✘,✘,2047.1.8,2014,✘,✔,✘,✘,✘,1612701599,✘,✔,␣,✘,✘,␣,✘,✘,✘,✔,✘,␣,␣,✔,규정.,✔,U8EUSBR,✘,✘,28.7,✘,✘,9007974434,␣,␣,✘,✘,␣,✘,✔,5YBBP9DHXT,␣,55.7,✔,✔,✘,103-254162-322,✔,1837088544,␣,✘,✘,선다하,✘,완전한,␣,✘,P0UQER5,✘,1901-08-21,✘,✔,✘,✔,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0020.jpg,␣,줄일,"7,270,000",그,현려해,✘,✘,✘,␣,✘,✘,✘,✘,20.7,✘,✘,✔,✘,∅,✘,✘,1914-04-11,2002,✘,✘,✔,✘,✘,9955104122,✘,✘,KCF106PSD802F5V9Y,✔,✘,␣,✘,✘,✘,✘,✘,황동천,58.9,✘,무한,✘,U1H3QEG,✔,✘,8.6,✘,✘,␣,7NJU1LDQOQ,K0V6AHJ6IY,✘,✘,"37,740,000",✘,✘,NBE3YKWJOX,"655,000",33.3,✘,✘,✘,␣,✔,1185370796,␣,✔,✘,모천혜,✔,묘를,80.2,✘,P1PMPXG,✘,2040.01.19,✘,✘,✔,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0021.jpg,장영대,사람들,␣,␣,복태륜,✔,✘,✘,␣,✔,✔,✘,✘,88.1,✔,✔,✔,✘,∅,✔,✔,2000-03-08,␣,✘,✘,✘,✔,✔,9006197178,✘,✘,␣,✘,✘,␣,✘,✘,✔,✔,✘,␣,7.3,✘,공기증의 전,✔,UGZR0CF,✘,✘,␣,✘,✘,1290736731,79SH5EOWJS,HS90WWFDOK,✔,✘,"9,540,000",✘,✘,UE7PAGRKFA,␣,␣,✘,✘,✘,␣,✘,␣,406-47-64562,✔,✘,소유열,✘,범패.,94.2,✘,PZNEPIR,✘,1943-04-22,✘,✔,✔,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0022.jpg,␣,임신02을,␣,정책에,␣,✘,✔,✘,GLC 포르쉐,✘,✔,✘,✔,␣,✔,✔,✘,✘,∅,✘,✘,␣,2010,✘,✘,✘,✘,✘,9432289335,✔,✘,BGVPC5Z4MHW0FT0VP,✘,✘,83.9,✘,✘,✔,✔,✔,기이례,␣,✔,사력하다,✔,UPFGR39,✘,✘,␣,✘,✘,9167782176,YCA1PKPFN6,9Y3OGOS0C5,✘,✘,␣,✔,✘,82YS7ECIUA,"437,277",␣,✘,✘,✘,206-985426-75359,✘,9069282465,980-56-79078,✘,✘,남궁홍주,✘,␣,74.4,✘,PVFI8EL,✘,␣,✔,✔,✘,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0023.jpg,␣,본래의,␣,␣,편본진,✘,✔,✔,␣,✘,✘,✘,✘,␣,✔,✔,✘,✘,∅,✔,✘,1964.11.22,2017,✘,✘,✘,✘,✘,9524882266,✔,✘,WA88QB1OZ1HSVAHDF,✘,✔,29.6,✘,✔,✘,✘,✘,조동신,70.0,✘,밤을,✘,␣,✘,✔,38.6,✘,✔,1225613169,Y88NYSAU75,QMIN39YJ9Y,✘,✘,"5,310,000",✔,✘,VXNLFEYGDS,"178,960",␣,✔,✘,✘,790-317939-54,✘,9650537895,␣,✘,✘,우이완,✘,하지,␣,✘,PTYW1OW,✔,␣,✔,✘,✔,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0024.jpg,␣,확대되어,"2,710,000",말.,빈하웅,✘,✘,✔,911 e-트론,✘,✔,✘,✘,74.2,✘,✘,✘,✘,∅,✘,✘,2020년 10월 7일,2032,✘,✔,✘,✘,✔,␣,✔,✘,6E2EJCKFY3UJAQN8O,✔,✔,␣,✘,✘,✘,✘,✔,␣,24.8,✘,초극하여,✘,U1UOLMB,✘,✘,38.7,✔,✔,␣,MRT71HGCEF,␣,✔,✔,"1,540,000",✘,✘,FOLU9PC0ND,"976,508",␣,✘,✘,✔,␣,✘,␣,312-35-21175,✔,✘,공휴고,✔,쌓고,42.6,✔,PITTVJ1,✘,␣,✘,✔,✔,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0025.jpg,␣,"안트라센,",96690000,␣,태휘용,✘,✔,✘,␣,✔,✘,✔,✘,␣,✘,✘,✘,✔,∅,✘,✔,␣,2029,✔,✘,✘,✔,✘,1447142983,✘,✘,␣,✔,✘,␣,✘,✘,✔,✔,✔,␣,17.8,✔,빻은,✘,␣,✘,✔,45.0,✘,✘,1472931601,CCHD80I73A,␣,✘,✘,␣,✘,✔,11AF0V7RY2,␣,␣,✘,✔,✘,3650-87-625958,✘,9911341631,␣,✔,✘,␣,✘,길게,25.1,✔,PVFV7BI,✘,2018년 3월 13일,✘,✘,✘,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/740/D0026.jpg,␣,동맹이나,"9,440,000",거의,␣,✘,✔,✘,␣,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,✘,✔,1913.09.10,2022,✘,✔,✘,✘,✘,␣,✘,✔,␣,✘,✘,72.8,✘,✘,✔,✔,✘,라담준,94.2,✔,값을 가진다.,✔,UE9OJFK,✘,✘,␣,✘,✘,1933756348,S5XK56FXM9,R6P4F7E3EP,✘,✘,9270000,✘,✔,I8KIVTBGUR,"807,000",72.5,✘,✘,✘,995-814794-64389,✘,9024491049,␣,✘,✔,␣,✘,␣,40.1,✔,PBG1JLP,✘,␣,✘,✘,✘,✘,✘,✘,✔
