image_path,015,017,022,033,002,032,019,008,016,013,026,027,006,023,018,009,021,024,035,034,200,030,020,029,028,011,005,000,003,007,001,025,031,201,004,012,014,010,202
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0018.jpg,␣,"3,630,000","71,960,000",3,041-2066-7574,11,69.3,현기대,␣,환성은,31.4,✘,✔,␣,26,✘,"7,290,000",✔,✘,옥륜환,∅,✔,"4,530,000",✘,␣,9,✘,육상신,그 외 기타 화학제품 제조업,토스뱅크,␣,57.2,26,␣,␣,␣,"43,490,000",398-775125-49,UDTUTN6
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0019.jpg,24.7,"73,280,000",2330000,3,␣,9,64.2,제갈호길,넥쏘 3 시리즈,␣,88.3,✘,✘,␣,␣,✘,"6,960,000",✘,✘,단대용,∅,✔,␣,✘,82.0,3,✘,금중건,이용 및 미용업,␣,␣,␣,21,9900162498,경상남도 창원시 진해구 경화동 1155-3,3,"88,420,000",␣,UKQ9XMW
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0020.jpg,25.5,"8,910,000","77,380,000",1,␣,3,60.9,배향원,GV60 아우디,내부의,␣,✔,✔,␣,10,✘,29740000,✘,✔,방리노,∅,✘,␣,✘,59.9,␣,✘,조나후,가구 소매업,␣,2045년 10월 16일,32.1,06,9294810919,경기도 성남시 수정구 성남대로1271번길 6-12 (태평동),27,"8,560,000",069-998-917629,UUYVN7O
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0021.jpg,␣,2580000,"3,680,000",25,␣,5,1.4,␣,A 클래스 팰리세이드,어린,␣,✘,✔,"17,960,000",24,✘,"35,920,000",✘,✔,양하종,∅,✘,"6,370,000",✘,␣,11,✘,안규나,무선 및 위성 통신업,NH농협은행,␣,12.6,17,␣,␣,2,␣,185-324088-725,UES47BE
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0022.jpg,35.5,"19,440,000",33310000,18,␣,2,98.8,허현재,i30 그랜저,남동생을,68.9,✘,✔,"8,680,000",30,✔,"75,130,000",✔,✘,당경수,∅,✔,45880000,✔,78.5,5,✔,␣,외국인학교,케이뱅크,␣,26.7,26,1323657585,경상북도 경주시 강동면 유금리 49-4,28,"2,740,000",146239-43-601136,UAW04HQ
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0023.jpg,21.4,"1,530,000",␣,22,061-0170-5218,5,␣,황보희빈,␣,편히,34.0,✘,✔,␣,15,✔,"2,590,000",✘,✘,연솔유,∅,✔,"9,970,000",✔,␣,4,✔,왕유엔,육상 운송 지원 서비스업,␣,1976.5.11,59.7,12,9473171631,강원특별자치도 강릉시 옥계면 현내리 369-1,20,"49,850,000",711598-65-118480,UTYTDZT
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0000.jpg,22.0,␣,69610000,15,051-2449-5214,␣,␣,장진률,콜로라도 파나메라,비유적으로,93.0,✔,✔,"37,650,000",33,✔,␣,✘,✘,␣,∅,✘,␣,✘,26.4,4,✘,␣,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",␣,2021.05.05,33.2,15,9258688689,충청남도 보령시 청소면 진죽리 401-1,31,"1,710,000",344-932-966462,Z42JNHJ
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0001.jpg,4.4,␣,"81,380,000",20,063-6771-8508,5,53.0,전소양,7 시리즈 A6,"선박재,",55.8,✘,✘,␣,␣,✘,␣,✘,✔,위사향,∅,✔,9490000,✔,44.8,␣,✘,갈선주,␣,한국산업은행,1965년 3월 22일,83.3,01,␣,충청남도 공주시 우성면 용봉리 415-2,15,56860000,540400-66-915977,Z8SM7X2
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0002.jpg,79.8,␣,␣,␣,064-1229-1139,␣,60.2,손검서,카이엔 X7,␣,␣,✘,✔,␣,32,✘,"4,940,000",✘,✔,␣,∅,✘,"3,780,000",✔,19.0,␣,✘,␣,기타 전자 부품 제조업,␣,␣,87.9,␣,1252257652,대전광역시 중구 대흥동 445-13,24,"59,540,000",512-309946-79803,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0003.jpg,97.5,␣,"8,220,000",8,054-2223-7130,4,62.2,성영산,XM3 트레일블레이저,␣,53.6,✔,✘,"33,210,000",␣,✔,"47,570,000",✘,✔,설이란,∅,✔,"2,770,000",✘,45.5,2,✔,하소별,"기술 시험, 검사 및 분석업",한국씨티은행,1997.04.07,42.1,03,9914324442,전북특별자치도 임실군 임실읍 이도리 239-29,8,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0004.jpg,␣,"5,240,000","36,880,000",␣,␣,5,77.5,␣,GLA GV60,␣,58.4,✘,✘,"7,250,000",32,✘,"84,940,000",✘,✘,␣,∅,✘,"15,730,000",✔,␣,1,✘,부장빈,␣,하나은행,␣,81.4,20,1443366535,␣,3,91530000,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0005.jpg,65.8,48720000,"84,370,000",6,␣,11,7.9,민신웅,코란도 현대,대독일주의자,24.0,✘,✘,"57,840,000",5,✘,2290000,✔,✘,방세이라,∅,✘,␣,✘,0.5,␣,✔,␣,"연료, 연료용 광물 및 관련제품 도매업",␣,2006/3/6,93.0,␣,1907934804,대전광역시 중구 중촌동 70-5 (중촌빌리지),␣,␣,409-014954-00,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0006.jpg,␣,␣,"5,150,000",2,␣,␣,17.5,제갈자우,크루즈 팰리세이드,␣,␣,✘,✘,␣,26,✔,␣,✘,✔,이아구스티나,∅,✘,"35,430,000",✘,72.5,␣,✘,황난경,␣,SC제일은행,2048-11-15,76.4,␣,1524963537,전라남도 나주시 다시면 월태리 177-1,26,"62,580,000",826-222228-50,Z2ZHHAQ
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/E0007.jpg,95.0,␣,"4,490,000",30,033-1802-6784,␣,0.3,길영모,␣,튀어나오기,59.8,✘,✔,␣,4,✔,"3,990,000",✘,✔,방다비나,∅,✔,␣,✘,␣,4,✘,␣,기타 전자 부품 제조업,소시에테제네랄,1984/12/12,25.5,10,9058732876,인천광역시 강화군 내가면 고천리 797-1,27,"65,950,000",453568-50-784481,ZD1G0MQ
