image_path,015,017,022,002,041,040,050,019,008,052,026,006,042,009,024,045,058,049,020,029,028,064,068,011,072,003,007,001,025,047,063,014,010,060,061,065,051,033,062,032,056,074,036,043,059,067,016,013,055,023,038,039,018,021,044,037,035,057,069,071,034,053,070,054,030,046,005,000,075,031,048,066,073,004,012,027
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0015.jpg,␣,36.6,11,삼백이십일만,53.0,␣,거문고나 타고,70.5,63.4,✘,"1,850,000",0,␣,2,46.1,␣,✔,57.1,9,␣,13,✘,선음02,␣,✔,87360000,"8,670,000",✔,11,✘,✘,␣,63530000,␣,1,✔,68730000,5,␣,␣,✘,9937472819,␣,29,2024,␣,␣,"42,950,000",✘,"48,680,000",30,69.9,20,5,␣,"29,310,000",7.7,2,␣,␣,␣,✘,금령나,"9,860,000",30.4,26,"9,340,000",✘,SOYJICZ,12,✔,␣,∅,␣,27,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0016.jpg,21,91.2,␣,일천삼백삼십일만,98.4,64.9,␣,31.6,25.9,✘,"1,830,000",␣,4,␣,93.3,65.0,✔,␣,2,"2,240,000",25,✔,널리,␣,✘,␣,"97,810,000",✘,13,✔,✔,44.6,"21,430,000",␣,8,✘,␣,27,V,␣,✘,1734406322,24.5,8,2025,5IACHR9MZ0,␣,␣,✘,"69,120,000",26,72.1,␣,14,␣,"24,310,000",84.1,7,말.,✔,␣,✘,곽용미,"97,170,000",79.6,␣,36140000,✘,SHU3ZW0,␣,✘,UEN9UZRJBV,∅,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0017.jpg,6,34.7,8,␣,␣,␣,␣,36.9,86.0,✘,6770000,␣,2,␣,␣,59.6,✘,23.2,␣,␣,25,✘,또는,55.9,✘,␣,␣,✔,␣,✘,✔,37.8,33820000,10,10,✘,"5,580,000",␣,V,"37,270,000",✔,1424770704,␣,3,2015,KHDWSR3Y81,␣,"5,880,000",✘,"4,990,000",35,57.4,31,␣,15,"81,330,000",␣,␣,그,✔,40.1,✔,동화실,"6,190,000",␣,14,␣,✘,S20F26Z,␣,✘,␣,∅,구백사십육만,25,46.5
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0018.jpg,␣,73.4,7,칠천육백오십육만,41.7,36.8,둥글고 밝은,72.4,30.7,✔,␣,␣,4,35,79.4,49.1,✔,␣,␣,"12,490,000",36,✔,음식.,64.4,✔,"89,130,000","19,690,000",✘,␣,✔,✘,␣,␣,8,19,✘,␣,1,␣,␣,✘,9005829098,26.6,␣,2010,Z7BXKX5OXE,86370000,"5,220,000",✘,"66,160,000",4,31.6,10,29,2,39350000,57.1,2,반대,✔,6.9,✘,반한결,23370000,13.9,5,"6,150,000",✘,SYO08IK,␣,✘,YWVZ36K7DQ,∅,␣,␣,95.8
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0019.jpg,␣,93.2,13,천오백이십구만,54.4,␣,␣,29.6,28.6,✘,␣,7,29,32,␣,63.7,✘,5.1,28,␣,␣,✘,사람.,␣,✔,"51,880,000",17960000,✘,␣,✔,✘,0.0,69690000,8,1,✘,"74,880,000",5,V,"71,120,000",✘,9062864456,86.8,20,2027,PXF5TIORY3,84870000,␣,✘,␣,␣,52.0,20,36,33,7630000,37.6,8,␣,␣,5.9,✔,␣,"9,630,000",89.1,1,␣,✘,SY9FDN9,17,✘,CGDTGIVD65,∅,사백팔십삼만,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0020.jpg,␣,39.2,28,팔천오백사십오만,53.6,␣,새로 적을,␣,98.9,✔,␣,␣,␣,25,21.8,19.6,✘,29.7,17,␣,27,✔,␣,25.1,✔,"18,660,000","64,960,000",✔,␣,✘,✘,51.2,"3,430,000",6,12,✘,"1,610,000",3,␣,"69,460,000",✔,1186817723,79.3,␣,2027,␣,6680000,␣,✔,"52,670,000",␣,92.6,␣,7,5,"4,950,000",42.8,␣,같음을,␣,31.0,✘,국경용,"36,420,000",12.2,6,␣,✘,SLWRBY4,2,✘,IG7X65YK4S,∅,␣,36,16.1
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0021.jpg,28,␣,3,육백팔십이만,19.2,93.3,생기므로,␣,69.4,✘,81990000,1,12,␣,93.1,97.9,✔,61.3,16,␣,3,✔,␣,40.6,✘,"11,450,000",4120000,✔,11,✘,✘,34.4,"46,350,000",␣,␣,✘,␣,26,␣,"8,420,000",✘,1216053710,␣,35,2029,␣,"1,940,000","23,840,000",✘,␣,28,␣,29,24,4,"38,220,000",␣,9,␣,✔,␣,✔,위민균,␣,95.7,13,"79,140,000",✔,SQ0XTDT,␣,✘,4GFL1DHTKV,∅,␣,36,17.2
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0022.jpg,29,99.5,12,␣,␣,␣,은으로 하는,␣,␣,✔,7960000,4,32,31,␣,␣,✔,␣,4,␣,␣,✘,관측되었다.,34.9,✔,"13,660,000",9390000,✘,25,✔,✘,␣,1180000,6,9,✔,␣,27,이다은,9860000,✘,9598600251,37.1,10,2022,␣,71660000,13310000,✔,9730000,30,33.2,␣,35,␣,"47,370,000",46.4,␣,얽은,␣,76.3,✘,서리세,"73,330,000",31.4,7,"1,480,000",✘,SO2JWMQ,␣,✘,␣,∅,␣,11,61.7
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0023.jpg,11,58.7,␣,팔백구십일만,␣,␣,얻은,34.3,68.0,✘,"29,980,000",7,3,7,␣,87.9,✘,␣,␣,"6,280,000",21,✔,대성하였다.,89.2,✘,␣,"92,240,000",✔,25,✔,✔,97.6,␣,1,␣,✘,"66,720,000",25,␣,␣,✘,9370513287,35.3,13,2027,ZKSQQFJFGG,9330000,"74,540,000",✘,"35,170,000",␣,83.3,25,␣,␣,"1,390,000",91.1,␣,␣,␣,88.7,✘,라애미,␣,␣,1,"68,980,000",✘,SMK1JFJ,16,✔,5FDQMTNTT0,∅,삼백십육만,␣,27.0
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0024.jpg,16,58.1,36,사천구백칠십오만,69.0,68.4,미세기,␣,39.7,✘,"83,910,000",2,4,22,5.0,82.4,✔,32.9,2,"87,280,000",␣,✔,말.,55.0,✔,31560000,13530000,✘,17,✘,✔,87.6,"7,110,000",10,5,✔,"17,660,000",5,V,"3,630,000",✘,9218614171,68.6,12,2028,SY5CZIOMOE,"1,410,000","7,750,000",✔,"12,610,000",␣,9.2,15,34,␣,"7,360,000",96.9,0,␣,␣,57.2,✔,연윤미,␣,7.0,␣,86420000,✔,SDZ26TA,␣,✘,GJE74Q7YR7,∅,이천삼백팔십구만,15,16.2
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0025.jpg,15,␣,19,␣,33.7,␣,바르는,91.0,96.4,✔,"32,650,000",␣,␣,␣,49.3,61.4,✘,93.6,12,"47,740,000",34,✘,␣,6.0,✔,"91,250,000","42,930,000",✘,5,✔,✔,66.7,␣,␣,␣,✔,␣,␣,V,"9,750,000",✘,9414680121,75.1,13,␣,JZEXQXVO7K,"25,220,000","36,910,000",✘,"36,320,000",16,54.7,27,9,5,"42,960,000",29.1,2,␣,␣,98.5,✘,␣,36920000,5.5,3,␣,✔,SSQ6AL4,6,✘,UKHEZ2JFXC,∅,삼백구십사만,17,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0026.jpg,6,88.9,␣,␣,14.6,12.9,뿌리다.,80.1,␣,✘,␣,3,23,1,60.7,0.9,✘,95.1,6,␣,23,✘,사람으로부터,11.1,✘,␣,11820000,✘,27,✘,✘,␣,"67,890,000",9,16,✔,"9,760,000",31,V,"73,570,000",✔,9397783766,33.8,3,2020,0OQH35SII6,"66,920,000","28,640,000",✔,"9,290,000",24,94.8,14,25,26,"96,370,000",64.0,1,심하여져,✔,79.6,✔,차광은,"7,630,000",␣,3,"74,210,000",✔,S7SJ849,11,✔,␣,∅,␣,21,24.4
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0027.jpg,8,33.9,29,구천팔백사십구만,1.7,0.7,읊음. 또는,␣,45.8,✘,␣,0,29,16,60.2,42.3,✘,␣,23,"97,320,000",10,✘,␣,41.1,✔,"76,590,000","72,640,000",✘,17,✔,✔,20.8,␣,9,␣,✘,"2,190,000",17,V,"88,590,000",✔,9902849831,␣,24,2022,MTX2KNUWA8,"27,580,000","66,340,000",✘,"4,980,000",␣,30.7,␣,17,␣,"92,490,000",␣,␣,구워,✔,3.5,✘,설학수,␣,54.7,␣,"14,770,000",✔,S14IBY5,22,✘,D5J0AS42FF,∅,삼천칠백육십오만,22,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0028.jpg,␣,␣,␣,␣,74.3,␣,주장. 1956년에,␣,27.1,✘,"72,610,000",5,␣,9,53.1,␣,✘,79.9,13,"52,620,000",␣,✘,농도가,␣,✔,86520000,␣,✘,␣,✔,✘,␣,2420000,12,24,✘,"68,540,000",2,선이서,"95,390,000",✘,1934840307,21.6,19,2028,8RWI8OJBF4,␣,3730000,✔,"5,370,000",␣,40.6,12,25,4,"23,230,000",␣,9,␣,✔,39.2,✘,␣,"9,190,000",7.4,28,␣,✘,SWG62ZM,7,✘,WM8A1KOEFB,∅,사백사십오만,7,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0029.jpg,13,47.9,31,백삼십오만,16.6,56.4,"예전에, 곳간으로",56.9,67.5,✘,"21,280,000",6,␣,␣,␣,␣,✘,15.0,␣,87380000,11,✘,따위의,75.3,✘,␣,"63,840,000",✘,35,✔,✔,95.4,8460000,9,␣,✘,"81,110,000",21,␣,␣,✘,1937774595,63.2,␣,2025,ZF3DLU31DC,74240000,"55,920,000",✘,"4,890,000",11,59.2,9,␣,␣,4330000,83.6,7,서예에도,␣,␣,✘,␣,"5,980,000",9.4,25,"96,760,000",✘,SY181MN,␣,✘,␣,∅,일천칠백오십칠만,32,35.3
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0030.jpg,␣,80.7,␣,칠천육백칠십삼만,2.6,89.7,␣,27.7,␣,✘,␣,0,17,␣,47.6,79.4,✔,41.8,23,"27,960,000",␣,✘,␣,61.7,✔,␣,"42,170,000",✘,35,✘,✘,18.8,"3,510,000",␣,31,✘,"23,590,000",14,␣,"5,730,000",✘,1775977392,62.1,21,2015,8BP1JB65CU,␣,"95,980,000",✘,"5,660,000",12,28.3,␣,14,25,"3,970,000",63.4,0,형벌.,␣,␣,✔,␣,1490000,␣,29,"22,610,000",✘,SQ4P647,22,✔,O4E33IDHGJ,∅,일백구십팔만,␣,56.5
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0031.jpg,26,96.6,␣,구천사백사십칠만,11.2,12.7,␣,␣,␣,✔,"45,910,000",4,21,16,53.9,66.6,✘,␣,␣,"74,420,000",35,✘,인간들의,␣,✔,"86,180,000","78,860,000",✔,13,✘,✔,99.4,␣,2,17,✘,"39,920,000",11,␣,"4,960,000",✔,9662971584,␣,␣,2010,␣,␣,"9,360,000",✘,"39,360,000",29,19.4,␣,3,27,"1,950,000",␣,1,이름수,␣,18.4,✔,␣,"9,560,000",88.0,␣,"2,930,000",✔,SL0QFIM,22,✔,␣,∅,일백사십칠만,16,37.2
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0032.jpg,34,␣,19,␣,95.3,26.2,체금하여,␣,␣,✘,␣,1,␣,6,␣,15.2,✘,71.7,15,␣,35,✘,그림.,67.7,✘,␣,␣,✘,7,✘,✘,␣,"33,350,000",3,␣,✘,␣,34,␣,␣,✘,1164701894,␣,10,2022,GKCI4BK02B,␣,␣,✘,␣,␣,␣,24,3,12,87480000,31.4,6,자구하다04,✔,␣,✘,이나겸,␣,51.3,␣,"98,270,000",✔,SFQW0T1,21,✘,UELK6DCXXK,∅,육천이백칠십일만,23,29.4
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0033.jpg,21,31.0,36,오천삼백이십오만,41.3,␣,짓.,90.2,88.5,✔,"43,730,000",6,␣,␣,10.2,46.1,✔,52.2,␣,"18,580,000",14,✘,비슷함.,36.6,✘,"29,610,000","3,390,000",✔,24,✘,✔,␣,␣,␣,11,✘,"96,880,000",␣,␣,"89,650,000",✔,9127114152,␣,25,2011,5DMRSJQFGR,"83,540,000",6840000,✔,"32,190,000",19,76.9,36,␣,␣,␣,34.8,␣,허파,✔,86.9,✘,온종환,"1,750,000",␣,␣,"2,690,000",✔,SMC4T4W,31,✘,93RD913GRG,∅,사천백팔십구만,9,96.5
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0034.jpg,13,58.3,␣,이천칠백구십육만,␣,56.6,␣,93.0,␣,✘,␣,6,␣,28,59.6,1.6,✔,␣,␣,"9,110,000",24,✔,내뿜음.,65.2,✔,␣,␣,✘,␣,✘,✘,30.5,"1,270,000",3,28,✘,"2,310,000",8,␣,␣,✘,1423250519,96.5,35,2026,␣,"88,760,000","9,880,000",✘,84820000,2,56.9,␣,␣,␣,␣,␣,␣,옆구리가,✔,␣,✘,한윤택,␣,11.2,33,"8,270,000",✘,S88HJ1T,␣,✘,J83BLKPAP6,∅,␣,␣,94.9
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0035.jpg,35,4.5,30,팔천육백오십육만,39.1,88.7,심하게 떨렸다.,85.5,13.5,✘,␣,9,32,␣,␣,60.3,✔,58.0,31,"7,170,000",11,✔,약취01,60.5,✘,"64,630,000","9,230,000",✔,7,✘,✘,␣,16720000,6,28,✘,␣,␣,김지현,"65,340,000",✘,9346841381,41.1,␣,2029,54IP43IMVP,"69,450,000",26960000,✔,51480000,␣,50.6,␣,9,22,"18,760,000",18.8,6,약한,␣,63.3,✘,남동근,95420000,38.6,31,"81,420,000",✔,SPUX667,14,✘,UEEXQ1LWXQ,∅,이천구백이십칠만,␣,64.4
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0036.jpg,5,␣,␣,삼백이십칠만,38.7,67.4,두부와 닭고기,␣,78.0,✘,"72,520,000",1,18,4,␣,11.1,✔,␣,29,␣,25,✘,"토지,",␣,✔,"29,140,000",53950000,✘,2,✔,✘,␣,"2,710,000",11,23,✔,53320000,␣,␣,"7,260,000",✔,1889905172,93.8,26,2013,H5W92ZOOTZ,"5,210,000",␣,✘,96240000,19,35.7,1,␣,24,"5,760,000",50.2,␣,빚어,␣,␣,✘,국규만,"2,810,000",␣,8,64980000,✔,S9GGD3G,␣,✔,S1VA32CKYD,∅,육천육백사십칠만,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0037.jpg,7,␣,9,␣,␣,33.7,번쩍이는 불빛.,␣,54.7,✘,3120000,␣,16,␣,38.5,␣,✘,␣,21,␣,36,✔,␣,␣,✔,"84,290,000",3960000,✘,29,✘,✔,6.9,␣,7,␣,✘,"45,820,000",␣,␣,"44,210,000",✘,1216857450,56.5,19,␣,␣,"4,990,000","3,630,000",✘,"79,980,000",24,4.8,28,␣,4,"7,450,000",73.8,3,불가피하게,✔,␣,✘,당류강,␣,17.6,22,"5,790,000",✘,SRL2ZES,6,✘,5F6FJ4RW9Z,∅,천칠백칠십오만,15,7.9
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0038.jpg,␣,84.7,24,␣,0.8,␣,␣,35.6,␣,✘,␣,6,33,5,14.6,15.5,✘,65.0,␣,"97,980,000",4,✘,과실을,78.5,✘,"86,280,000",6340000,✘,6,✘,✔,␣,"58,490,000",␣,1,✔,35820000,18,␣,"17,270,000",✘,1576591002,39.7,18,2020,CB4LW5LJIG,␣,"4,770,000",✘,␣,18,93.1,␣,27,5,"18,320,000",92.2,1,모임에,␣,␣,✘,서록기,␣,␣,16,"87,970,000",✔,S46K2OP,35,✘,2JT4IAPRRI,∅,오백십일만,31,62.8
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/C0039.jpg,28,78.1,␣,팔백구십구만,45.0,27.7,벽과 액체,␣,77.7,✔,␣,6,34,19,93.7,␣,✘,␣,7,␣,12,✘,"2,333미",␣,✘,"71,110,000",␣,✔,␣,✘,✘,␣,␣,4,␣,✘,␣,20,␣,␣,✔,1364454916,␣,␣,2017,2JAHAP6WP0,␣,"9,160,000",✘,5470000,␣,15.3,18,2,␣,"3,630,000",37.4,3,곰곰궁리를,␣,5.8,✘,서문명승,␣,51.6,25,␣,✘,S0EMCVR,31,✔,D3AR6713HN,∅,육백팔십구만,16,93.0
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0000.jpg,␣,52.1,␣,␣,96.5,␣,알려지다.,93.0,69.3,✘,6450000,␣,␣,␣,35.2,54.1,✘,95.2,13,"43,610,000",14,✔,입맛을,33.4,✘,"94,290,000",57110000,✘,36,✘,✘,84.8,␣,10,25,✘,␣,34,기하섬,58750000,✘,1690269180,90.0,25,2035,SV8CRD4ZMW,"3,620,000","6,890,000",✘,"75,330,000",26,60.3,␣,␣,24,␣,68.2,␣,␣,사보견,92.7,✘,␣,"91,430,000",36.7,19,␣,✘,EN0HT9V,27,✘,HNHRBDKILX,∅,사천칠백구십팔만,␣,68.3
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0001.jpg,4,3.6,3,팔천사백칠십칠만,46.7,53.1,인쇄된,33.2,␣,✘,3140000,␣,13,26,16.0,59.6,✔,␣,36,"7,270,000",31,✘,초록색인데,␣,✘,"6,750,000",␣,✘,␣,✘,✔,24.6,"8,350,000",␣,3,✔,"71,580,000",␣,두다흠,"96,150,000",✘,␣,21.6,␣,2040,VYGJGSL068,"1,720,000",␣,✔,␣,␣,93.4,20,6,␣,"53,320,000",57.6,9,신화에,␣,20.1,✘,류윤성,"9,820,000",␣,2,12310000,✘,EH5SLF9,17,✔,␣,∅,이백이십일만,7,61.2
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0002.jpg,4,66.0,13,칠천칠백삼십칠만,␣,␣,␣,83.3,␣,✘,"21,880,000",9,32,␣,30.6,90.3,✘,␣,1,"72,360,000",␣,✔,년,4.9,✘,"4,850,000",␣,✘,36,✘,✔,22.2,␣,7,9,✘,"83,720,000",8,원유일,␣,✘,9256391277,65.4,␣,␣,YTXYBDUGME,"7,420,000","49,780,000",✘,"9,660,000",␣,82.9,25,␣,5,␣,␣,7,보내기,␣,16.9,✔,선우민엽,"33,330,000",69.9,21,"9,520,000",✘,ERDTJ9I,18,✘,VJMJSGNNHJ,∅,삼백팔십칠만,36,18.4
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0003.jpg,33,97.6,2,일천팔백칠십이만,␣,29.5,것을,␣,4.2,✘,"8,820,000",␣,11,30,66.5,␣,✔,68.6,␣,"4,260,000",11,✘,시대에,6.1,✔,1650000,"69,460,000",✘,22,✘,✔,34.7,␣,11,27,✔,␣,14,지희요,"99,480,000",✔,1864715329,␣,36,␣,␣,␣,"31,710,000",✔,"28,770,000",4,41.2,17,13,21,"84,130,000",94.4,3,라미로,허의로운,␣,✔,␣,"26,370,000",78.9,2,␣,✘,EF1Q3DD,␣,✔,␣,∅,삼백육십이만,24,47.1
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0004.jpg,23,5.6,26,삼천백팔십칠만,␣,␣,칡범.,39.5,41.2,✘,"9,430,000",␣,5,11,40.3,38.5,✘,97.7,2,"39,970,000",21,✔,␣,19.6,✔,"5,690,000","99,780,000",✔,16,✘,✘,18.9,"58,810,000",3,25,✔,"8,490,000",␣,␣,"61,220,000",✘,1662465994,␣,16,2027,␣,␣,"6,370,000",✔,"96,770,000",32,16.9,36,␣,22,"65,770,000",36.5,7,명승지로는,복슬비,␣,✔,위설아,"42,160,000",␣,32,36450000,✔,EHQFYOM,21,✔,␣,∅,사천삼백이십삼만,35,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0005.jpg,8,67.7,27,삼천이백삼십팔만,72.2,87.9,관련성운동 따위를,␣,1.9,✘,"77,690,000",4,␣,3,9.7,␣,✘,73.8,26,"41,990,000",34,✘,자꾸,28.7,✔,␣,"52,640,000",✘,3,✘,✔,28.9,27420000,␣,29,✘,"2,450,000",32,태드보라,"5,970,000",✘,1344319820,␣,␣,2007,␣,␣,"3,350,000",✘,␣,28,51.1,␣,6,9,1510000,31.0,␣,무거운,장례은,13.3,✘,봉이로아,36210000,␣,13,58650000,✘,E68LZDQ,␣,✘,37RJO0KAYG,∅,오천일백육십육만,15,87.3
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0006.jpg,30,61.6,19,이백오십사만,␣,␣,이루는 요소.,55.6,81.2,✘,74610000,9,31,22,10.2,␣,✘,␣,␣,␣,␣,✘,␣,␣,✘,"8,880,000",␣,✔,␣,✔,✘,0.7,"13,470,000",5,15,✘,"6,870,000",24,선예란,"93,480,000",✔,1398461042,␣,␣,␣,␣,␣,"73,980,000",✘,"33,510,000",1,78.0,21,31,␣,"6,310,000",71.7,8,마침.,감규남,␣,✘,고경찬,"2,290,000",60.2,31,69320000,✘,E099OMD,9,✘,C677NG7WRM,∅,오백이십일만,22,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0007.jpg,␣,62.3,8,사백오십칠만,␣,14.6,이르던 말.,44.4,67.3,✘,"4,960,000",8,12,6,52.5,98.2,✔,16.7,6,"7,480,000",5,✘,␣,␣,✘,"23,130,000","26,560,000",✔,10,✔,✔,99.5,␣,12,8,✔,"33,360,000",␣,␣,"79,490,000",✘,9231057000,16.3,16,␣,␣,"57,920,000","1,570,000",✘,"39,940,000",␣,17.6,␣,26,2,"89,540,000",94.5,5,생물체의,두광철,43.5,✔,위유익,"14,480,000",70.9,26,42370000,✘,␣,␣,✘,0UCMWE3UBE,∅,팔천사백삼십사만,19,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0008.jpg,4,␣,23,육천팔백이십일만,71.2,␣,같은 겨레끼리,␣,␣,✔,␣,␣,28,6,25.4,6.6,✔,59.5,␣,␣,␣,✘,옛,74.8,✔,82980000,"5,360,000",✘,16,✔,✔,87.7,"6,670,000",␣,8,✔,"64,540,000",4,␣,␣,✘,␣,␣,14,2035,I6EFLSJRBH,"74,340,000","1,150,000",✘,4620000,␣,␣,23,33,35,64270000,59.5,␣,만세불간하다,길서은,57.0,✘,호보라,␣,␣,9,␣,✔,EMGZM1W,␣,✘,NIE629ERPO,∅,␣,15,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0009.jpg,30,␣,15,사백일십팔만,63.4,3.0,␣,25.3,1.4,✔,"15,250,000",␣,␣,␣,␣,52.3,✔,75.3,23,␣,5,✔,471310,␣,✔,"71,370,000","66,470,000",✔,6,✘,✔,75.2,␣,␣,␣,✘,54750000,9,␣,␣,✘,1365292930,96.7,12,␣,4H100C6RNH,"64,360,000","49,740,000",✘,"5,540,000",33,␣,21,35,30,␣,46.4,1,여22의,␣,84.4,✘,왕서문,"28,850,000",␣,31,"72,820,000",✘,ELCB9LG,19,✘,QQYQ8P51AT,∅,␣,18,22.9
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0010.jpg,␣,␣,26,팔천팔백사십구만,65.0,43.2,␣,36.5,62.6,✘,5640000,0,␣,1,7.6,␣,✘,␣,2,"37,230,000",19,✔,␣,26.4,✘,␣,"45,940,000",✘,␣,✔,✘,75.1,␣,␣,␣,✘,"2,780,000",␣,␣,"83,560,000",✔,␣,␣,18,␣,D5UV8PDVDB,18510000,"36,120,000",✘,8850000,␣,56.0,28,36,14,"35,910,000",59.6,5,버리다.,빈선영,␣,✘,도설연,38110000,69.2,␣,61390000,✘,E59VQGP,␣,✘,␣,∅,백사십일만,6,68.0
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0011.jpg,14,91.0,32,팔백사십삼만,60.7,␣,점령지에,␣,64.6,✘,␣,3,19,30,39.7,1.7,✘,␣,24,"24,330,000",13,✔,␣,73.2,✔,␣,"57,780,000",✘,12,✘,✔,23.5,␣,9,23,✘,␣,␣,␣,"9,820,000",✘,1899701863,65.1,4,␣,␣,6330000,␣,✘,"4,270,000",21,25.7,4,36,11,"59,410,000",␣,5,곽해룡이,신건우,␣,✔,갈진범,"75,880,000",96.1,24,␣,✘,EK2VF93,␣,✘,GH1B33YXH9,∅,육백삼십오만,23,77.7
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0012.jpg,2,␣,14,칠천백구십사만,67.0,23.1,␣,␣,14.3,✘,␣,1,36,20,16.5,68.0,✘,56.6,20,␣,4,✔,여학생이었다,80.6,✔,"26,680,000",␣,✔,␣,✘,✔,54.0,"68,160,000",9,6,✔,␣,␣,␣,33480000,✘,9966678684,␣,␣,2015,XQILRJZPEB,"56,840,000",8790000,✘,"44,180,000",12,70.4,16,␣,28,7180000,50.2,9,596128,␣,␣,✔,복시에나,"6,790,000",␣,26,"99,450,000",✔,EEYOUJH,29,✘,4BP2K0QRRC,∅,삼천이백이십육만,9,72.5
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0013.jpg,14,15.5,4,삼천삼백칠십칠만,2.8,47.9,␣,␣,␣,✔,"48,820,000",2,32,14,45.1,41.4,✘,50.7,16,␣,17,✘,수,50.9,✘,88690000,"4,280,000",✘,␣,✘,✔,␣,62990000,1,␣,✘,"1,830,000",11,사루신,␣,✘,9307922300,␣,20,␣,9AW1JXBIF4,"8,850,000","42,320,000",✘,"79,170,000",17,8.1,␣,11,31,"74,690,000",47.6,8,종군,␣,56.6,✔,␣,"23,190,000",83.7,22,"56,250,000",✔,␣,18,✘,␣,∅,구백이십칠만,␣,29.9
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0014.jpg,26,40.6,12,␣,7.7,98.4,하다 굉발하여,␣,␣,✔,"2,110,000",␣,␣,9,␣,␣,✘,56.8,33,␣,32,✘,배치작대며,34.8,✘,"91,590,000","41,580,000",✘,35,✘,✔,93.4,12320000,12,␣,✘,"73,470,000",␣,기세경,␣,✘,9208042902,4.0,4,2039,DCYISBYOOJ,␣,␣,✔,"15,950,000",␣,␣,␣,15,15,"9,440,000",75.9,8,정도로,␣,␣,✘,당온봄,␣,␣,17,9740000,✔,␣,20,✘,M9AKHCZURW,∅,사천이백사십구만,29,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0015.jpg,31,44.5,␣,일백사십육만,␣,23.1,캄파니아주의,18.7,␣,✘,"3,330,000",␣,␣,9,0.4,␣,✔,37.2,14,"5,530,000",␣,✘,␣,␣,✔,"18,680,000",94730000,✘,11,✘,✔,14.9,"9,540,000",5,␣,✘,"6,740,000",␣,성엘희,"5,450,000",✔,␣,52.5,28,2039,␣,␣,"11,540,000",✘,␣,9,32.9,35,␣,29,"8,340,000",␣,␣,␣,시마이클,43.9,✔,␣,79590000,31.3,␣,"44,350,000",✘,E4OEU63,␣,✘,␣,∅,구천사백구십사만,2,54.9
/mnt/AI_NAS/Data/현대캐피탈/data/images/071/D0016.jpg,␣,33.1,29,사백오십팔만,72.1,␣,중간체 따위로,96.7,13.6,✘,"22,250,000",7,␣,11,3.9,59.5,✘,␣,29,␣,␣,✘,다리는,␣,✘,␣,␣,✘,␣,✘,✔,49.9,9550000,␣,23,✔,␣,20,␣,"8,130,000",✔,␣,␣,20,2025,VNCLPP8OJB,"29,230,000",␣,✘,"66,730,000",14,96.3,11,␣,8,␣,87.6,␣,␣,탁빛이나,83.5,✘,␣,"7,810,000",50.5,12,68920000,✘,EZ0669L,␣,✘,AIGSVZ64SA,∅,␣,25,13.5
