image,015,017,022,002,041,040,050,019,008,052,026,006,042,009,024,045,058,049,020,029,028,064,068,011,003,007,001,025,047,063,014,010,060,061,065,051,033,062,032,056,036,043,059,067,016,013,055,023,038,039,018,021,044,037,035,057,069,034,053,054,030,046,005,000,031,048,066,004,012,027
C0017,␣,␣,한화투자증권,태국,051-4703-5578,␣,✘,손자녀,국제약품,2016,전라남도 곡성군 오곡면 명산리 362-1,전라남도 함평군 학교면 사거리 990-4,␣,강점기의,부회장,✔,␣,✔,␣,2040-05-21,복창유,␣,1593869383,␣,␣,␣,1903.4.8,␣,✘,3,␣,전임,유규한,✔,␣,✘,모,2029,010-8300-1154,✔,한국소방안전협회,29,18,∅,알바니아,051-7496-3561,␣,␣,팀장,26,010-4606-3645,␣,✘,하다,064-0296-5171,2018,ZYY4U0R,충청북도 청주시 흥덕구 풍산로127번길 44 (복대동),3,21,쿠웨이트,✘,␣,연찬아,GU LYANGHUI,✘,✘,010-4919-6417,␣,051-400-9484
C0018,␣,SEOG ONJUN,교회오빠,사우디아라비아,␣,서울특별시 영등포구 신길로42가길 30-1 (신길동),✔,␣,CNK인터내셔널,2023,경상남도 산청군 오부면 가마길 74-6 (중촌리),서울특별시 강서구 곰달래로58길 46 (화곡동),␣,육가크롬,␣,✔,␣,✘,경상북도 청도군 청도읍 원정리 1113,␣,라귀숙,␣,9470781017,4,JU IMJUN,␣,␣,␣,✔,1,맹루라,␣,도태협,✘,추영관,✘,친척,2010,010-2854-4892,✘,␣,␣,␣,∅,아일랜드,051-143-6593,␣,비유적으로,실무자,20,␣,042-2353-5842,✘,다리.,␣,2023,ZGSTG9J,전라남도 나주시 노안면 학산리 780-1,10,31,과테말라,✘,손자녀,␣,GI YONGHWI,✘,✘,010-8274-2085,␣,041-9205-1891
C0019,1963.12.5,␣,프레스티지바이오파마,␣,061-302-5878,␣,✔,배우자,HLB제약,2021,경상북도 구미시 상사동로 193-1 (사곡동),경상북도 안동시 풍산읍 신석현길 6 (노리),"7,810,000",헝겊을,상무,✘,9,✘,␣,␣,␣,␣,9201761102,28,␣,␣,2006년 3월 18일,27,✔,5,␣,CFO,조앤드류,✘,␣,✘,␣,2016,010-3022-5523,✘,iHQ,11,␣,∅,슬로바키아,02-466-1124,송정난,␣,실무자,12,010-9994-4076,031-5521-2555,✘,깊은,042-1930-4298,2018,ZTUJ0FU,␣,␣,27,아이슬란드,✘,자매,␣,GI NA-AENG,✘,✔,010-8124-1187,␣,052-2941-8275
C0020,␣,YANG SOHUI,에스엘,프랑스,053-8811-1149,경상북도 경산시 자인면 동부리 249-1,✔,형제,현대카드,2030,충청북도 진천군 초평면 용기리 734,경상남도 거창군 거창읍 상림리 700,"1,260,000",사건,팀장,✘,4,✘,경기도 이천시 신둔면 원적로159번길 195-3 (지석리),␣,서유련,6,9282302325,5,CHOE PUNGHYANG,␣,␣,16,✘,1,간은학,CIO,탁재빈,✘,길태천,✘,␣,2030,010-2048-8636,✘,데일리안,14,1,∅,아이슬란드,␣,범용한,␣,파트장,26,010-1714-8869,041-453-4147,✘,정당에,063-5460-8251,2012,ZPL35W9,경기도 군포시 속달동 1-1 (군웅숲창고),8,9,␣,✘,형제,␣,EOM SEUNGSEO,✔,✔,010-1295-8281,서울특별시 종로구 원서동 228,␣
C0021,␣,SEON SEONDONG,한국피혁공업협동조합,␣,␣,경상남도 합천군 합천읍 외곡2길 20-8 (외곡리),✘,손자,␣,2019,␣,경기도 용인시 처인구 포곡읍 삼계리 463-16,"3,880,000",계.,본부장,✘,10,✘,␣,1901년 9월 27일,설강은,11,9807682613,␣,SONG YEJUN,061-8111-5897,2044.9.19,22,✘,3,단지협,␣,엄휘승,✘,백우종,✘,형제,␣,010-1126-5661,✘,후성,␣,␣,∅,미얀마,␣,사공은덕,몸짓으로,COO,10,010-5614-3736,055-4081-5026,✘,유도되는,042-6079-7091,2013,ZDL95DH,서울특별시 금천구 시흥동 800-15,␣,12,태국,✘,손녀,견테라,␣,✘,✘,␣,␣,051-1748-4619
C0022,␣,YEO GYEONGHYO,티웨이항공,러시아,␣,제주특별자치도 서귀포시 대정읍 하모리 1083-3,✔,␣,한국여성창업교육협회,2026,전라남도 화순군 백아면 옥리 759-1,␣,"78,790,000",결과가,5,✘,␣,✘,전라남도 영광군 홍농읍 상하길 50-1 (상하리),1934.01.08,␣,27,1691973450,␣,JE SONGLIN,␣,␣,␣,✔,␣,␣,CTO,정경순,✘,팽다형,✔,친척,␣,010-6115-7741,✘,오뚜기제유지주,32,25,∅,아이슬란드,␣,이앨리샤,부장,실무자,28,010-3870-7725,␣,✘,그,031-6725-6266,2016,ZHIBVVE,경상남도 통영시 욕지면 동항리 545-10,11,␣,␣,✔,자녀,소건윤,␣,✘,✔,010-0215-0008,대구광역시 북구 산격동 814-7,061-6318-9617
D0000,1966-07-29,GWAG SANG-YEONG,␣,␣,041-1923-0379,부산광역시 사하구 다대로137번길 33 (신평동),✘,부모,삼화고속,2016,경기도 하남시 신장로154번길 13-15 (덕풍동),␣,5950000,␣,␣,✔,␣,✘,충청남도 천안시 서북구 업성동 465-4 (대림목장),2038-10-17,마호수,24,1618427647,5,␣,02-123-6541,␣,20,✔,3,부유건,상무,␣,✘,연정철,✘,배우자,2006,010-1660-4811,✔,유디치과,␣,16,∅,␣,␣,호광미,일.,CTO,␣,010-9018-3243,␣,✘,가리어,064-1161-5996,2008,UFED5Y5,전라남도 나주시 남평읍 풍림죽림길 24 (풍림리),11,4,홍콩,✔,형제,오아요,YUG JANGGYU,✔,✔,010-0962-6271,제주특별자치도 서귀포시 일주서로 912 (색달동),␣
D0001,␣,HWANG BOGWANLYUL,SK스토아,이란,053-9269-2243,경기도 이천시 향교로82번길 28-7 (창전동),✘,자매,한국무역협회,␣,강원특별자치도 춘천시 동내면 신촌리 151-10,␣,␣,활엽,파트장,✘,12,✘,"경기도 수원시 권선구 서수원로 124 (오목천동, 수원시장애복지시설)",1981.1.26,␣,␣,1505826679,␣,GIL SEONG-AE,054-8686-6121,1969.03.27,11,✔,␣,인용후,전무,모기영,✔,␣,✔,자녀,2019,␣,✘,농부오빠,18,9,∅,␣,052-2499-7855,␣,␣,␣,8,␣,052-2934-9262,✔,추칭되다02,␣,2006,URRZ6SH,"경상북도 구미시 4공단로10길 39-33 (금전동, 구미시생활쓰레기자원재활용사업장)",8,23,␣,✔,조부모,신아설,␣,✔,✘,010-7036-8391,충청남도 서산시 잠홍동 417-1,031-0114-2031
D0002,1980.7.19,HO JO-EL,사조그룹,베네수엘라,042-9803-6176,충청남도 부여군 홍산면 홍산로 42-5 (남촌리),✔,친척,␣,2040,␣,경상남도 거창군 남상면 오계리 49-1,␣,␣,본부장,✘,␣,✘,"경기도 평택시 잔다리2길 25-4 (세교동, 아름빌)",2031-09-07,태울림,␣,␣,24,HA DAGANG,041-1147-5518,1918.5.14,3,✘,9,␣,전무,강승위,✘,황영무,✘,기타,␣,␣,✘,제원인터내쇼날,␣,3,∅,캐나다,043-8189-3432,␣,경찰직소방직,회장,␣,010-6112-6904,042-6061-0211,✘,"뜻으로,",061-4607-4021,2030,UKXQZFO,경기도 시흥시 엠티브이북로 65 (정왕동),10,␣,북마케도니아,✘,␣,길보혁,AN CHAJUN,✘,✘,010-3376-1136,경기도 파주시 탄현면 검산로 474-1 (축현리),053-6315-4598
D0003,1973년 11월 2일,JIN KKEULLO-E,농협유통,␣,␣,경상남도 창원시 진해구 백구로 71 (익선동),✔,자매,␣,␣,충청북도 옥천군 이원면 원동3길 42-3 (원동리),경기도 화성시 비봉면 양노로45번길 16 (삼화리),␣,313178,␣,✘,3,✘,서울특별시 동작구 사당동 318-34,␣,송채의,␣,␣,␣,GAM JIN-IN,033-5932-8735,1925/2/11,10,✔,6,␣,␣,음환서,✔,␣,✘,조부모,2005,␣,✘,한국해외인프라도시개발자원공사,34,31,∅,룩셈부르크,␣,␣,놓은,실장,3,␣,055-9175-5143,✔,겉치레뿐이고,␣,␣,U0HTBLL,␣,3,22,미국,✘,기타,␣,SIN LYEOLIM,✘,✘,010-3444-7085,전북특별자치도 부안군 부안읍 월신길 1 (옹중리),041-3462-8323
D0004,2016.2.25,U HYEONSEO,␣,아프가니스탄,␣,␣,✘,␣,한화큐셀앤드첨단소재,␣,경상남도 진주시 이반성면 오봉산로405번길 15 (대천리),인천광역시 강화군 양도면 강화남로 512 (조산리),␣,정도의,␣,✘,11,✘,경상남도 고성군 거류면 당동리 156-2,2044.12.15,신별빛나,7,9504055599,20,YUG IL-YEON,␣,1916.12.7,20,✘,8,␣,␣,길하나별,✔,주유환,✔,조부모,␣,010-8040-9369,✔,␣,20,8,∅,스위스,063-3403-8973,오민재,␣,전무,␣,010-9439-6375,054-1497-0434,✘,비유적으로,031-3102-0179,2022,␣,␣,9,␣,␣,✘,␣,태해림,␣,✘,✔,␣,충청남도 서천군 서면 마량리 89-3,␣
D0005,␣,KIM SUNJA,␣,태국,041-1972-5451,␣,✘,␣,현대L&C,␣,경상북도 영덕군 병곡면 신평리 184,␣,"22,380,000",받았다.,␣,✘,5,✘,␣,2009-12-12,사공진안,␣,␣,5,␣,02-151-1361,␣,3,✔,8,남미좌자,␣,선릴리안,✔,␣,✔,손녀,2019,010-3207-0440,✔,␣,6,12,∅,␣,␣,좌손비,나타나므로,이사,15,␣,055-5671-5982,✘,␣,052-5221-5229,2025,␣,대구광역시 북구 동변동 269-2,␣,7,니카라과,✔,부모,가제레미,KIM HUILYEONG,✘,✔,010-5260-4866,경기도 평택시 포승읍 홍원리 247-60,062-4318-6521
D0006,1936/3/29,␣,동화약품,베트남,062-2868-8278,경상북도 청도군 매전면 신천길 95 (관하리),✘,딸,사구 플라워,␣,␣,␣,␣,예사로,CTO,✘,␣,✘,␣,1943/1/2,염승환,5,␣,23,␣,␣,2003-10-07,11,✘,6,␣,선임,주영중,✔,이청라,✘,␣,2023,010-5744-6955,✘,SK에코엔지니어링,33,30,∅,␣,041-6799-1062,상운율,␣,␣,␣,010-1449-7826,051-2857-8423,✘,작성하지,064-5339-9470,␣,U1PXMN2,충청북도 청주시 흥덕구 평동로126번길 28 (평동),␣,␣,몬테네그로,✘,␣,함대완,O LUHEON,✘,✔,␣,경기도 부천시 원미구 심곡동 160-30 (신주홈타운),␣
D0007,2014-12-06,GAM JUNPIL,KPX케미칼,␣,064-2655-7191,경기도 평택시 고덕동 1948-7,✔,조모,문화방송,␣,"전북특별자치도 전주시 완산구 콩쥐팥쥐로 1701 (효자동3가, 한일오일뱅크)",서울특별시 종로구 창신동 595-194,␣,전투에서,선임,✘,4,✔,서울특별시 송파구 잠실동 226-17,␣,␣,␣,␣,29,LA SI-YEON,␣,1961/5/8,8,✘,5,호가임,과장,한희리,✘,가휘율,✘,조부,␣,␣,✘,␣,7,␣,∅,팔레스타인,␣,방모모카,가늘고,CFO,␣,␣,032-6968-9153,✘,있나,062-0217-4819,2021,UVCFTPU,서울특별시 은평구 역촌동 51-11,␣,28,아랍에미리트,✘,배우자,단여선,␣,✘,✔,010-5547-8911,␣,032-1676-8696
D0008,␣,PYEON BYEOLLIM,송추가마골,쿠바,02-138-5089,␣,✔,손녀,MBC플러스,2012,␣,경기도 하남시 감초로131번길 9 (감북동),␣,기록.,센터장,✘,12,✘,부산광역시 중구 보수대로106번길 37 (보수동3가),1922.06.16,정오준,29,␣,30,␣,02-496-9434,1981.02.02,29,✔,12,␣,전임,원용신,✔,차채욱,✘,친척,2017,010-0509-7228,✘,현대엠코,␣,24,∅,엘살바도르,063-9157-1191,남궁기훈,␣,␣,12,010-6384-4518,061-5046-0841,✘,␣,055-9130-8872,2026,␣,␣,9,15,예멘,✘,␣,␣,GONG NASAEM,✘,✘,010-9253-1320,충청남도 태안군 남면 기업도시로 1072-18 (양잠리),041-4384-8340
D0009,1952-12-11,␣,SPC 그룹,알바니아,064-4678-1161,"인천광역시 남동구 구월남로355번길 20 (만수동, 신태양빌라)",✘,기타,␣,␣,␣,충청남도 예산군 대술면 마전길 126 (마전리),␣,주족,연구원,✔,␣,✔,경상북도 상주시 남적동 20-15,1960.03.01,표진재,21,9639090063,␣,TAG LIGYEONG,064-9311-1621,1934-08-06,␣,✘,5,␣,CEO,유원범,✔,␣,✔,␣,␣,010-7902-2494,✘,닐슨미디어 코리아,22,7,∅,␣,064-6029-0538,좌화우,␣,센터장,28,010-7496-8525,␣,✔,␣,042-3973-4550,2038,UXU91ZS,␣,7,15,마카오,✘,자매,함양호,␣,✘,✔,010-1649-3049,␣,␣
D0010,2035.6.18,␣,␣,필리핀,␣,␣,✘,형제자매,장금상선,␣,␣,경기도 여주시 강천면 도전리 791-4,␣,낙엽,연구원,✔,5,✔,경상남도 사천시 동림동 150-3,1924년 9월 20일,␣,16,1124123658,␣,EO YEDO,02-181-0113,2005년 5월 24일,␣,✔,1,남수연,전무,␣,✔,␣,✔,조부,␣,010-6643-3776,✘,크리에이티브 파트너스,␣,6,∅,오스트리아,043-9144-2497,피희근,환산한,대리,21,␣,02-567-0605,✘,␣,042-7011-9700,␣,UZH62T0,경기도 용인시 처인구 양지면 주북로75번길 15-1 (주북리),5,␣,헝가리,✘,손자녀,문건용,JE ELIN,✔,✘,␣,경상북도 영천시 금호읍 교대용대길 26-17 (교대리),055-5547-3121
D0011,␣,BANG GUGSEON,종근당그룹,루마니아,032-9394-9447,강원특별자치도 춘천시 남산면 김유정로 427-52 (광판리),✘,자매,피에스타,␣,부산광역시 수영구 수미로50번나길 27 (수영동),충청북도 음성군 음성읍 문화2길 17-1 (읍내리),␣,장병은,CIO,✘,8,✘,경기도 양평군 서종면 화서로 1528-8 (정배리),1972/7/5,표연모,␣,9343771224,30,␣,054-4310-1910,1953.11.02,␣,✘,10,␣,실무자,엄다로,✔,모샤일로,✘,␣,␣,␣,✘,␣,21,␣,∅,루마니아,042-1708-4789,호진실,␣,회장,18,010-8868-3817,042-8687-7729,✔,␣,␣,2027,␣,광주광역시 북구 능안로30번길 32 (문흥동),8,21,파라과이,✘,자녀,편지훈,GAN DONGHYE,✘,✔,010-9677-8167,서울특별시 구로구 개봉동 147-21,052-9510-4005
D0012,2008/11/20,WON YUNGEON,드봉,아이슬란드,064-8733-3154,경기도 화성시 서신면 영종이길 61 (용두리),✘,␣,제일모직,2034,␣,경상북도 봉화군 소천면 두음길 429-15 (두음리),␣,␣,부문장,✘,␣,✔,"전북특별자치도 군산시 미원로 116-2 (미원동, 김병순뷰티크)",2033/11/18,연은숙,15,9340468460,23,␣,063-1392-4257,␣,15,✘,␣,␣,팀장,하수행,✔,황필모,✘,부모,␣,␣,✘,대상-신에츠폴리머,32,29,∅,␣,042-6420-4512,제선구,재료를,␣,4,010-1437-6110,052-9419-0100,✔,관한,054-6117-3316,␣,␣,"경기도 안산시 단원구 별망로 66 (성곡동, (주)젠텍)",␣,29,멕시코,✔,손녀,␣,JEONG KKOCHBI,✘,✔,010-9934-0783,␣,042-4120-9719
D0013,2009.11.30,HWANG BO-YEONGJIN,세아창원특수강,예멘,042-3854-6209,"경기도 성남시 중원구 사기막골로90번길 14 (상대원동, 다이나포스)",✘,형제,원진레이온,2004,전북특별자치도 익산시 용안면 용안교동길 18 (교동리),␣,"4,280,000",␣,실무자,✘,8,✘,부산광역시 강서구 죽림동 715-3,␣,인문령,␣,␣,␣,GANG DUHYEON,051-5310-5972,1959.11.20,␣,✔,11,␣,부사장,유예든,✘,노대찬,✔,␣,2032,010-9500-1601,✘,스트렙실,12,␣,∅,멕시코,064-5793-4677,범백,내기하는,␣,9,␣,053-8942-5117,✘,치를,055-1786-8854,2024,UWAQTBR,충청남도 아산시 염치읍 서원리 19-20,6,8,␣,✘,손자녀,␣,␣,✘,✔,␣,충청남도 부여군 규암면 백제문로 374 (합정리),042-9115-2439
D0014,1968년 8월 16일,␣,␣,␣,␣,␣,✘,본인,롯데리츠,2029,경상남도 김해시 어방동 1130-14,경기도 군포시 산본동 81-65 (신진다세대주택),"68,640,000",지엣,CTO,✔,␣,✘,␣,␣,승명식,26,␣,␣,␣,␣,␣,␣,✘,␣,육풍화,CMO,봉성자,✘,범로화,✘,조모,2022,␣,✔,␣,26,␣,∅,␣,␣,음행나,␣,␣,␣,010-6466-9810,␣,✔,간향과,032-2846-2959,2000,UEKGL3P,경상북도 경주시 안강읍 화전남3길 26-10 (산대리),5,25,미국,✘,조모,␣,BAG SEUNGGON,✘,✔,010-2242-9140,␣,044-5072-5539
D0015,2000년 3월 15일,SA JA-YU,␣,오만,␣,서울특별시 동대문구 전농동 204-194,✘,부모,␣,2003,경기도 안성시 공도읍 마정리 200-162,강원특별자치도 삼척시 도계읍 심포리 111-4 (심포포도농원),␣,음식을,감사,✘,3,✘,서울특별시 구로구 구로동 793-26,␣,␣,␣,1421545817,␣,BAN IHAN,052-1419-6349,1953.9.5,20,✔,1,명강무,CFO,명제이드,✔,류효설,✔,␣,␣,010-3614-5824,✘,대원교통,29,14,∅,아랍에미리트,064-2333-7914,설은혜,␣,사원,26,␣,␣,✘,죄인을,054-497-9025,␣,␣,␣,␣,␣,베트남,✘,친척,␣,␣,✘,✔,010-9224-6899,␣,033-1057-1212
D0016,1947-01-18,GEUM SAEHAN,케이피엠테크,␣,033-787-2632,대구광역시 서구 서대구로8길 46-38 (내당동),✔,아들,소니코리아,2025,␣,경상북도 울진군 금강송면 소광리 424-2,"4,140,000",수컷은,부문장,✘,10,✘,경상남도 창원시 의창구 읍성로67번길 22 (소답동),␣,범라이언,29,␣,␣,GEUM LYULI,041-1078-3900,1952/8/20,␣,✘,10,사공로제,␣,변의승,✘,␣,✔,␣,2021,010-2049-6762,✘,␣,20,␣,∅,알바니아,061-8307-2158,␣,␣,␣,14,010-9225-1749,042-5099-2847,✔,␣,054-1626-6193,2032,UEMGE6T,전북특별자치도 익산시 함열읍 와리 750-3,11,10,␣,✘,자녀,␣,␣,✘,✔,␣,울산광역시 남구 중앙로241번길 17-1 (신정동),␣
D0017,2023.01.29,SIM EUNCHEON,지누스,시리아,053-6160-5760,경상북도 경산시 진량읍 황제리 221-9 (동아가구),✘,자녀,␣,2012,강원특별자치도 고성군 토성면 햇골길 80-30 (학야리),대구광역시 서구 통학로52길 20 (비산동),␣,망실01,전무,✘,4,✔,␣,2022.11.4,전승율,1,␣,18,SEON LIN-YEONG,␣,1961.01.03,13,✘,␣,한희도,감사,␣,✘,강청민,✔,␣,␣,010-1607-0726,✘,지니뮤직,30,10,∅,␣,␣,나이인,불쌍히,사원,21,␣,␣,✘,모양으로,031-6775-8404,2004,U3LXRDO,경상북도 영천시 양지2길 41-7 (채신동),1,18,␣,✘,␣,염솔담,BYEON KOLLIN,✘,✔,010-9782-9957,대전광역시 대덕구 석봉동 312-30,02-989-6750
D0018,2027-09-23,GYEON TAE-O,에이피알,스위스,␣,강원특별자치도 원주시 은행정길 99 (무실동),✔,딸,동아쏘시오홀딩스,2004,충청남도 부여군 홍산면 대백제로 670 (남촌리),경기도 가평군 조종면 연인산로100번길 26-95 (신하리),"79,590,000",여겁02,10,✘,␣,✘,␣,2028.11.21,␣,10,␣,11,MAENG HYEOGBIN,054-3387-4033,␣,␣,✘,7,손희중,␣,부담혁,✔,옥륜환,✘,조부,␣,010-3606-9344,✔,␣,␣,24,∅,알바니아,044-6335-7026,노찬효,␣,␣,␣,␣,061-7659-6105,✘,␣,041-7199-6182,2022,UDTUTN6,서울특별시 광진구 자양동 512-6,␣,6,스웨덴,✘,조부,기담경,YE SOSEOL,✘,✘,010-0554-4504,충청남도 천안시 서북구 성정동 672-1 (제우스빌),␣
D0019,1917-07-02,YONG SEONGHWA,달콤나라앨리스,보스니아헤르체고비나,␣,경기도 의정부시 호원동 455-1,✘,␣,␣,␣,서울특별시 영등포구 대림동 955-5,경상남도 합천군 쌍백면 평구리 528-2,"46,520,000",경찰에,␣,✘,7,✔,전북특별자치도 완주군 화산면 춘산로 166-4 (춘산리),2011.08.11,␣,4,9900162498,14,GAL CHANBIN,041-0918-5281,1975년 11월 5일,␣,✘,8,위사화,␣,␣,✘,단대용,✘,모,2003,␣,✔,␣,11,12,∅,␣,044-7869-7735,임미나,백성의,센터장,30,010-9480-3762,044-3279-9460,✘,␣,053-6317-5400,␣,UKQ9XMW,␣,␣,20,쿠바,✘,␣,␣,GAN SULIM,✘,✘,␣,부산광역시 남구 감만동 174-30,␣
D0020,2048.08.11,PAENG GU-YEON,조선내화,이스라엘,051-5761-7525,울산광역시 남구 돋질로374번길 2 (삼산동),✘,손녀,한국화장품,2025,␣,␣,␣,맡은,␣,✔,6,✘,␣,2043년 1월 8일,용경목,26,9294810919,11,MA JINGWON,033-1178-8145,␣,18,✘,8,␣,부문장,봉사론,✘,방리노,✔,␣,2030,010-0632-4513,✔,경방,␣,16,∅,카타르,052-2757-0157,제은샘,␣,␣,␣,␣,063-5771-0595,✘,있도록,042-7864-1081,2018,UUYVN7O,강원특별자치도 양양군 서면 갈천리 132-2,6,22,␣,✔,딸,우성온,␣,✔,✔,010-7913-6665,경상남도 밀양시 초동면 방동안길 31-4 (봉황리),052-3601-2562
D0021,1988.07.30,␣,세진산업,네덜란드,063-7423-0428,부산광역시 연제구 쌍미천로 163 (연산동),✘,자녀,KNN,␣,"충청북도 청주시 청원구 주성로 216 (율량동, 재원아파트)",인천광역시 강화군 길상면 초지리 1328-2 (대나무집),␣,␣,대리,✔,␣,✘,충청북도 충주시 동량면 대전리 153-3,1997/11/10,␣,10,␣,␣,MYEONG BO-EON,033-0345-0994,␣,10,✘,11,␣,인턴,사공하현,✔,양하종,✘,기타,2003,010-1537-3477,✘,한솔제지,23,7,∅,␣,052-0605-3197,␣,무관의,CTO,␣,010-7367-2055,055-2190-3198,✘,숲속에서,052-4979-4369,2000,UES47BE,경상남도 거창군 위천면 마항길 41-8 (강천리),9,18,스리랑카,✘,자녀,황보윤유,MOG SEUNGDEOG,✘,✘,010-2154-2645,인천광역시 미추홀구 용현동 456-55,02-897-4248
D0022,1948.06.29,␣,AIA생명,칠레,␣,␣,✘,친척,␣,␣,경상북도 경주시 안강읍 낙헌2길 13-10 (옥산리),경상북도 영천시 금호읍 원기리 142-1,"42,290,000",␣,␣,✘,1,✔,충청남도 보령시 주산면 통점길 175-38 (금암리),␣,호후민,16,1323657585,1,␣,052-7763-6634,␣,␣,✔,12,방연욱,사장,당경엽,✔,당경수,✘,␣,2010,010-4345-5227,✔,이브바바,3,␣,∅,방글라데시,041-3310-9253,황학림,용기와,실장,25,010-5033-4366,062-7128-4116,✘,␣,033-6048-1734,2022,UAW04HQ,경상남도 거창군 남상면 오계길 246-4 (오계리),2,14,␣,✘,␣,이소완,TAG SINHYO,✘,✘,010-0620-8331,인천광역시 남동구 남동대로410번길 45 (남촌동),02-132-9644
D0023,2008.09.08,MAENG MYEONGHWA,JBJ95 COMPANY,홍콩,␣,␣,✘,형제자매,SK바이오사이언스,␣,␣,전라남도 담양군 고서면 가사문학로 141-17 (주산리),"39,640,000",따위의,인턴,✘,4,✘,␣,␣,길택호,12,9473171631,19,IM JEHAG,␣,␣,8,✘,8,오려하,센터장,단치훈,✘,연솔유,✘,형제자매,2024,010-6986-4699,✔,한국멘소래담,28,1,∅,튀르키예,044-9389-9002,␣,자질구레한,과장,␣,010-9724-6520,␣,✘,␣,␣,2026,UTYTDZT,서울특별시 성북구 정릉로38라길 12 (정릉동),6,␣,레바논,✘,딸,예담우,␣,✘,✘,010-5786-8488,␣,055-2730-0259
D0024,2044.7.29,JEON MI-OG,␣,␣,031-7308-7982,경기도 평택시 안중읍 용성리 212,✔,기타,단성사,2007,제주특별자치도 제주시 한경면 두모9길 13 (두모리),충청남도 태안군 안면읍 승언리 3093,"2,450,000",뿌리가,CMO,✘,8,✘,충청남도 천안시 동남구 풍세면 남관길 53-4 (남관리),␣,김현상,5,1109753895,13,␣,␣,␣,␣,✘,1,␣,상무,나민헌,✘,표희수,✘,본인,␣,010-8853-3966,✔,␣,5,24,∅,아일랜드,041-9580-4337,␣,뛰어나다.,인턴,␣,␣,044-4506-0411,✔,뚜렷한,␣,2037,␣,경상남도 밀양시 상동면 금산5길 55-17 (금산리),1,5,␣,✘,부모,육슬아라,␣,✘,✔,010-3057-6734,␣,061-3533-9969
D0025,2003.5.15,WON GYO-I,LX MMA,미국,␣,␣,✘,조부모,블러썸 엔터테인먼트,2018,␣,경상북도 경산시 백천동 584-10,␣,␣,과장,✘,4,✔,␣,1928.3.31,우지안나,␣,␣,21,BU LE-ONI,054-0955-1456,1928.8.19,23,✘,1,염시노,인턴,빈새하,✔,석상오,✘,배우자,␣,010-9030-0537,✔,동원F&B,19,26,∅,멕시코,041-9311-8262,맹제화,껍질에,␣,␣,␣,053-5425-4502,✘,␣,␣,␣,U06X77J,␣,4,19,␣,✘,기타,␣,NAM GUNGCHAHYEOG,✔,✔,␣,대전광역시 대덕구 송촌동 226-8,063-3866-5173
D0026,␣,␣,␣,헝가리,044-5174-6561,충청남도 논산시 연무읍 고내리 156-9,✔,손녀,␣,␣,␣,강원특별자치도 삼척시 도계읍 신리 24,6380000,내용은,파트장,✘,␣,✔,전북특별자치도 김제시 진봉면 심포리 1265-3,2027/6/30,봉린후,9,9377129507,9,YEOM HOGIL,032-3268-5335,␣,␣,✘,8,모하련,␣,진형찬,✘,␣,✔,기타,2013,010-0110-3457,✔,동국제약,␣,␣,∅,␣,031-6365-8400,성희련,보는,CTO,␣,␣,062-6579-8090,✘,␣,051-7129-8541,2006,␣,충청남도 태안군 근흥면 궁틀길 61-100 (용신리),␣,13,보스니아헤르체고비나,✘,조부모,␣,␣,✘,✔,010-6780-1642,충청북도 청주시 흥덕구 운천동 1176,043-1407-2871
D0027,␣,MIN YUCHEOL,␣,아일랜드,␣,경기도 고양시 덕양구 행신로359번길 4-17 (행신동),✘,손자녀,␣,␣,서울특별시 종로구 숭인동 181-59,␣,"3,550,000",␣,␣,✘,␣,✔,경상북도 성주군 성주읍 성주산업단지로5길 136 (학산리),1971/9/28,시산다라,29,9865368043,17,BANG GYEOL-A,043-4819-1424,1967.10.17,19,✔,7,곽의나,␣,피동산,✔,위헤리,✘,␣,2033,010-8960-2472,✔,대원강업,␣,22,∅,중국,041-6049-7827,마종영,␣,본부장,8,010-3639-4334,02-165-5224,✘,입을,043-0157-8937,2028,UTL6A80,␣,6,20,볼리비아,✘,␣,시인섭,PYO EUNSEOB,✔,✘,010-4699-8046,"전라남도 해남군 송지면 강남길 76 (미야리, 강남리사무소)",␣
D0028,1938.11.10,␣,광주문화방송,우루과이,055-9883-5540,전라남도 완도군 보길면 정자리 608-11,✘,␣,현대미포조선,2004,경기도 양평군 양평읍 오빈리 323-2,"경기도 의왕시 맑은내길 34-4 (오전동, DS메카닉)",␣,␣,감사,✘,2,✘,경상북도 고령군 대가야읍 본관리 19-13,1970.4.2,심영옥,␣,1764226575,15,JWA GYEONGLYONG,042-2909-9143,␣,18,✘,11,국백규,␣,␣,✘,류미찬,✘,형제자매,2020,010-6100-0189,✘,␣,12,6,∅,␣,042-6136-0225,황보조히,␣,인턴,29,010-0575-1282,061-7995-7604,✘,대하고,063-1143-0781,␣,URB2Y2D,제주특별자치도 제주시 삼도일동 556-9,6,20,슬로베니아,✔,손자녀,차주훈,␣,✘,✔,␣,␣,␣
